type,small_bags,large_bags,xlarge_bags,total_bags
organic,2841.94,122.51,0,2964.45
conventional,90410.02,2797.05,6361.67,99568.74
organic,3123.96,1297.11,0,4421.07
conventional,75455.52,4063.51,3422.78,82941.81
organic,1472.15,1583.12,0,3055.27
conventional,50509.46,676.52,1970,53155.98
organic,656.04,3.33,0,659.37
conventional,191413.75,47.57,3507.61,194968.93
organic,7124.38,24.64,0,7149.02
conventional,82113.65,1385.15,5017.78,88516.58
organic,2765.59,15.5,0,2781.09
conventional,376182.03,56.47,723,376961.5
organic,262.08,13664.34,0,13926.42
conventional,94511.45,38696.11,10561.49,143769.05
organic,7340.9,1539.38,0,8880.28
conventional,1790494.11,457729.03,3692.44,2251915.58
organic,118293.26,4228.77,0,122522.03
conventional,676830.5,437058.12,92555.32,1206443.94
organic,45687.72,17432.57,0,63120.29
conventional,48093.04,35.92,109.23,48238.19
organic,83.89,990.42,0,1074.31
conventional,78516.16,525.73,66.43,79108.32
organic,6630.96,162.41,0,6793.37
conventional,19118.32,2184.8,1235,22538.12
organic,745.47,1499.12,0,2244.59
conventional,23812.96,55106.06,8285,87204.02
organic,3209.42,3.33,0,3212.75
conventional,10041243.95,3119708.27,377661.06,13538613.28
organic,459881.11,221071.54,0,680952.65
conventional,2074185.51,1185728.1,8126.48,3268040.09
organic,34000.74,64728.91,0,98729.65
conventional,168553.29,216224.7,0,384777.99
organic,10390.44,4170.19,0,14560.63
conventional,8213.25,5210.17,2585,16008.42
organic,1657.14,0,0,1657.14
conventional,138657.24,69372.08,7455,215484.32
organic,4751.26,6542.65,0,11293.91
conventional,170309.91,3724.85,8778.06,182812.82
organic,9685.02,4.44,0,9689.46
conventional,66747.7,308.71,4.92,67061.33
organic,504.14,2194.6,0,2698.74
conventional,75760.19,4052.33,2840,82652.52
organic,16339.33,2110.24,0,18449.57
conventional,78261.38,641.41,5795,84697.79
organic,731.11,4239.23,0,4970.34
conventional,1767976.83,5214.88,64946.25,1838137.96
organic,95826.72,90.14,0,95916.86
conventional,73227.42,4767.27,4490,82484.69
organic,3064.07,0,0,3064.07
conventional,122061.96,658.36,1952.22,124672.54
organic,988.33,0,0,988.33
conventional,38542.84,116563.71,611.53,155718.08
organic,250.82,16211.95,0,16462.77
conventional,92651.49,22633.91,207.65,115493.05
organic,1024.34,5273.91,0,6298.25
conventional,542368.85,3088.55,2942.04,548399.44
organic,30660.35,64.7,0,30725.05
conventional,192191.48,309207.68,1989.76,503388.92
organic,90.25,723.41,0,813.66
conventional,232206.09,28983.01,22217.02,283406.12
organic,547.4,11415.47,0,11962.87
conventional,38785,3403.65,14910.99,57099.64
organic,6.2,182.9,0,189.1
conventional,1093507.57,476444.72,79774.96,1649727.25
organic,14008.38,64674.75,0,78683.13
conventional,49614.54,8987.95,8135,66737.49
organic,6759.9,0,0,6759.9
conventional,56481.05,3381.02,3240,63102.07
organic,7226.96,0,0,7226.96
conventional,334967.14,387301.29,0,722268.43
organic,35612.06,10,0,35622.06
conventional,51238.22,59538.32,2403.53,113180.07
organic,374.39,5262.24,0,5636.63
conventional,28914.04,16267.58,3746.39,48928.01
organic,1476.67,0,0,1476.67
conventional,75039.55,124311.18,0,199350.73
organic,4986.88,304.1,0,5290.98
conventional,1285980.32,788.55,50712.53,1337481.4
organic,79833.93,8.8,0,79842.73
conventional,22207.37,53245.65,726.08,76179.1
organic,11.67,890.33,0,902
conventional,44355.87,55317.47,11659.17,111332.51
organic,3790.71,3.33,0,3794.04
conventional,969121.67,191301.87,54568.45,1214991.99
organic,35708.96,18780.38,0,54489.34
conventional,105530.95,22029.25,2780,130340.2
organic,1833.89,1282.63,0,3116.52
conventional,80324.72,5261.2,2156.67,87742.59
organic,1461.12,10,0,1471.12
conventional,494674.05,42918.63,18132.15,555724.83
organic,32621.28,0,0,32621.28
conventional,1034138.98,140035.79,66061.7,1240236.47
organic,104841.75,12027,0,116868.75
conventional,22095.26,36856.6,5205,64156.86
organic,13311.15,0,0,13311.15
conventional,58274.75,31959.89,11175.28,101409.92
organic,3778.89,3.33,0,3782.22
conventional,111684.04,18000.56,5866.67,135551.27
organic,4994.23,0,0,4994.23
conventional,321383.07,213096.11,0,534479.18
organic,2688.05,2411.75,0,5099.8
conventional,30093.41,6444.04,2310,38847.45
organic,6974.83,3.33,0,6978.16
conventional,710273.4,5457.82,5415.09,721146.31
organic,18331.46,19703.56,0,38035.02
conventional,656040.89,5097.49,360.03,661498.41
organic,125.58,26104.94,0,26230.52
conventional,113413.21,1835.65,5001.67,120250.53
organic,3907.95,887.59,0,4795.54
conventional,89396.86,2634.16,7050,99081.02
organic,3341.86,2202.94,0,5544.8
conventional,78578.39,2538.68,3300,84417.07
organic,1517.51,4462.13,0,5979.64
conventional,46835.01,669.37,2070,49574.38
organic,322.03,5.21,0,327.24
conventional,187255.57,150.33,3553.33,190959.23
organic,7885.09,0,0,7885.09
conventional,68952.89,1248.27,2630.83,72831.99
organic,2622.33,22.32,0,2644.65
conventional,534148.07,34.7,325.38,534508.15
organic,281.45,21753.37,0,22034.82
conventional,94038.84,26927.08,9780,130745.92
organic,7728.7,1695.93,0,9424.63
conventional,2120458.99,656778.35,5488.12,2782725.46
organic,134528.08,3383.49,0,137911.57
conventional,636669.38,342065.06,92787.5,1071521.94
organic,46063.02,12746.45,0,58809.47
conventional,68576.38,46.14,44.3,68666.82
organic,37.23,2016.46,0,2053.69
conventional,94133.65,2005.56,35.26,96174.47
organic,5323.28,6.67,0,5329.95
conventional,26802.91,1161.72,3005,30969.63
organic,861.32,1779.79,0,2641.11
conventional,21337.25,37338.39,10757.78,69433.42
organic,3703.89,6.78,0,3710.67
conventional,11112405.61,3018280.29,373523.47,14504209.37
organic,485919.33,198548.78,0,684468.11
conventional,2780258.77,1200981.9,4481.41,3985722.08
organic,36610.96,67143.02,0,103753.98
conventional,192156.83,223256.38,0,415413.21
organic,11637.39,571.09,0,12208.48
conventional,4950.13,4788.96,1000,10739.09
organic,2458.98,0,0,2458.98
conventional,154627.41,55794.73,6175.62,216597.76
organic,2880.81,3386.36,0,6267.17
conventional,177112.27,886.2,7102.22,185100.69
organic,32131.72,0,0,32131.72
conventional,15218.69,8708.17,75.27,24002.13
organic,440.28,1452.6,0,1892.88
conventional,76876.7,38373.38,1971.11,117221.19
organic,22172.13,1994.66,0,24166.79
conventional,68146.82,47.78,2411.11,70605.71
organic,7111.69,5202.08,0,12313.77
conventional,1007608.04,22434.17,55518.85,1085561.06
organic,55588.67,77.99,0,55666.66
conventional,77573.02,4561.45,3669.99,85804.46
organic,3693.31,3.33,0,3696.64
conventional,84928.16,5909.57,4014.44,94852.17
organic,8192.12,0,0,8192.12
conventional,16210.98,104180.62,584.92,120976.52
organic,2066.65,14440.39,0,16507.04
conventional,49408.65,7883.21,1194.55,58486.41
organic,3221.18,3222.83,0,6444.01
conventional,174975.56,140535.13,1706.27,317216.96
organic,17684.5,26.03,0,17710.53
conventional,114962.78,196568.34,480,312011.12
organic,1215.02,1546.35,0,2761.37
conventional,155523.04,4802.95,23461.16,183787.15
organic,10835.66,6717.71,0,17553.37
conventional,25053.61,4106.88,15478.82,44639.31
organic,7785.74,3.15,0,7788.89
conventional,686341.95,302794.91,89281.91,1078418.77
organic,79403.55,45279.82,0,124683.37
conventional,53141.81,3621.04,4228.89,60991.74
organic,16931.77,0,0,16931.77
conventional,46745.57,1544.87,1420,49710.44
organic,10582.42,0,0,10582.42
conventional,279519.76,131771.42,0,411291.18
organic,24087.26,0,0,24087.26
conventional,34009.29,37719.47,1392.65,73121.41
organic,4037.21,2676.12,0,6713.33
conventional,24773.25,29400.2,2971.11,57144.56
organic,1014.44,3.33,0,1017.77
conventional,36179.33,71540.27,0,107719.6
organic,4443.63,63.74,0,4507.37
conventional,658086.39,14421.29,43441.46,715949.14
organic,40510.47,20.36,0,40530.83
conventional,15204.43,26375.34,1189.99,42769.76
organic,924.38,2186.91,0,3111.29
conventional,38434.8,41978.19,9792.22,90205.21
organic,5448.49,3.33,0,5451.82
conventional,860213.61,122607.37,34003.86,1016824.84
organic,78625.54,13685.15,0,92310.69
conventional,71974.21,13092.37,1551.12,86617.7
organic,1707.77,3135.86,0,4843.63
conventional,64601.65,9641.12,8593.33,82836.1
organic,5157.76,3.33,0,5161.09
conventional,368995.87,13580.41,10976.66,393552.94
organic,50548.31,0,0,50548.31
conventional,850086.41,138210.65,35726.67,1024023.73
organic,178777.51,12885.73,0,191663.24
conventional,12580.97,46560.98,3012.23,62154.18
organic,19846.91,0,0,19846.91
conventional,51403.05,36936.33,6920,95259.38
organic,3651.1,6.66,0,3657.76
conventional,105159.06,6522.1,2945.56,114626.72
organic,17372.44,3.33,0,17375.77
conventional,141156.76,108849.63,703.33,250709.72
organic,3929.06,399.54,0,4328.6
conventional,25479.25,6868.5,1540,33887.75
organic,8029.11,0,0,8029.11
conventional,485370.12,50390.43,21393.05,557153.6
organic,25384.46,11528.09,0,36912.55
conventional,108090.39,91624.34,893.09,200607.82
organic,275.55,16673.02,0,16948.57
conventional,109084.83,3044.24,2533.33,114662.4
organic,4579.11,162.75,0,4741.86
conventional,90560.26,2757.35,3769.94,97087.55
organic,6042.57,641.91,0,6684.48
conventional,67961.07,6304.08,2242.21,76507.36
organic,3079.26,790.17,0,3869.43
conventional,37654.57,1102.05,1253.33,40009.95
organic,1408.52,0,0,1408.52
conventional,102399.17,4884.6,2994.67,110278.44
organic,4179.62,3.33,0,4182.95
conventional,67144.66,896.01,1753.34,69794.01
organic,4137.35,1.62,0,4138.97
conventional,107734.09,76671.75,357.56,184763.4
organic,611.69,13543.67,0,14155.36
conventional,91437.77,25312.59,5125.59,121875.95
organic,6789.03,445.21,0,7234.24
conventional,1083666.18,557527.48,20910.29,1662103.95
organic,105059.9,2004.86,0,107064.76
conventional,596733.72,324532.55,65284.18,986550.45
organic,40900.26,6057.64,0,46957.9
conventional,23087.63,10239.46,250.96,33578.05
organic,105.55,1273.77,0,1379.32
conventional,66888.6,11069.59,3219.21,81177.4
organic,1541.1,1928.38,0,3469.48
conventional,22863.54,766.45,1220,24849.99
organic,3013.25,1962.1,0,4975.35
conventional,16459.16,36103.11,6510,59072.27
organic,3459.98,3.33,0,3463.31
conventional,6514899.46,2499385.51,326348.15,9340633.12
organic,596197.98,137751.06,0,733949.04
conventional,944879.43,980887.97,4229.31,1929996.71
organic,32458.05,46231.75,0,78689.8
conventional,111162.35,126588.01,0,237750.36
organic,10652.21,116.99,0,10769.2
conventional,3250.3,4896.93,890,9037.23
organic,4046.83,0,0,4046.83
conventional,115065.44,45903.96,6799.98,167769.38
organic,4594.8,4836.19,0,9430.99
conventional,181105.06,1046.95,3872.22,186024.23
organic,40588.34,6.66,0,40595
conventional,15903.64,8360.3,39.18,24303.12
organic,481.59,1117.87,0,1599.46
conventional,77917.97,35935.62,2516.67,116370.26
organic,23227.03,4557.64,0,27784.67
conventional,76394.42,331.11,1810,78535.53
organic,4223.34,9460.34,0,13683.68
conventional,1018813.29,20424.08,57950.82,1097188.19
organic,55471.46,67.04,0,55538.5
conventional,75923.52,4233.31,3030,83186.83
organic,3424.68,0,0,3424.68
conventional,73112.31,7949.29,4886.66,85948.26
organic,5350.91,0,0,5350.91
conventional,14922.7,109212.65,442.76,124578.11
organic,1647.58,12895.97,0,14543.55
conventional,48159.5,5227.97,521.11,53908.58
organic,2960.83,5003.72,0,7964.55
conventional,181151.87,92258,6125.56,279535.43
organic,9851.49,18.22,0,9869.71
conventional,86886.46,368135.78,0,455022.24
organic,3899.04,78.36,2.51,3979.91
conventional,113415.54,2545.08,14033.98,129994.6
organic,10022.12,9057.54,0,19079.66
conventional,29974.73,4228.93,9776.25,43979.91
organic,5767.7,44.54,0,5812.24
conventional,647895.99,296531.31,64969.5,1009396.8
organic,72148.53,52056.39,0,124204.92
conventional,58580.71,1086.84,3226.67,62894.22
organic,20656.93,3.33,0,20660.26
conventional,49946.51,3071.01,1500,54517.52
organic,12887.76,0,0,12887.76
conventional,240331.25,121091.14,70,361492.39
organic,28221.9,0,0,28221.9
conventional,37123.85,37812.55,1481.84,76418.24
organic,2825.97,4534.87,0,7360.84
conventional,23710.96,29831.78,2907.78,56450.52
organic,1266.66,0,0,1266.66
conventional,46713.26,66328.13,16.67,113058.06
organic,4248.87,36.5,0,4285.37
conventional,652958.02,12421.66,45942.56,711322.24
organic,36988.35,18.43,0,37006.78
conventional,24730.17,26604.12,1143.33,52477.62
organic,868.53,2750.57,0,3619.1
conventional,35385.93,61377.68,8000,104763.61
organic,4902.06,3.33,0,4905.39
conventional,861274.69,114928.95,29602.08,1005805.72
organic,103897.97,19471.34,0,123369.31
conventional,71644.75,9364.25,2106.7,83115.7
organic,3353.33,4734.61,0,8087.94
conventional,49217,12526.55,7046.67,68790.22
organic,2162.22,6.67,0,2168.89
conventional,380873.57,21311.87,7328.13,409513.57
organic,60473.16,35.53,0,60508.69
conventional,887134.17,149980.19,29704.5,1066818.86
organic,203830.16,25813.21,0,229643.37
conventional,10484.64,49641.75,3526.67,63653.06
organic,20385.36,0,0,20385.36
conventional,48111.11,36664.21,6142.22,90917.54
organic,3808.41,0,0,3808.41
conventional,117089.39,10184.05,2103.33,129376.77
organic,21952.74,5.7,0,21958.44
conventional,148179.1,104409.36,488.89,253077.35
organic,4090.02,10.92,0,4100.94
conventional,26991.6,7230.18,1036.67,35258.45
organic,10980.52,0,0,10980.52
conventional,466178.48,46069.1,16075.05,528322.63
organic,27524.59,9569.95,0,37094.54
conventional,99301.68,87801.41,74.63,187177.72
organic,173.33,15565.13,0,15738.46
conventional,106561.61,3974.97,2020,112556.58
organic,4642.47,314.97,0,4957.44
conventional,80562.61,1952.87,2759.99,85275.47
organic,11553.5,684.25,0,12237.75
conventional,58375.34,3505.26,2038.24,63918.84
organic,5244.98,1518.92,0,6763.9
conventional,43739.04,1268.44,1496.67,46504.15
organic,3115.03,0,0,3115.03
conventional,101991.15,4401.18,3112.46,109504.79
organic,4310.68,3.33,0,4314.01
conventional,78075.75,1063.82,1760,80899.57
organic,4577.62,15.92,0,4593.54
conventional,105736.33,72025.25,115.92,177877.5
organic,484.21,11167.57,0,11651.78
conventional,86140.03,22272.11,6080.42,114492.56
organic,7206.04,879.14,0,8085.18
conventional,1013213.46,427812.72,25668.63,1466694.81
organic,78170.25,1832.85,0,80003.1
conventional,523093.86,346162.09,64348.68,933604.63
organic,47328.82,8186.45,0,55515.27
conventional,13712.78,10899.63,2.25,24614.66
organic,31.11,737.45,0,768.56
conventional,66945.66,5322.86,4915.77,77184.29
organic,1491.1,1350.2,0,2841.3
conventional,24946.32,760.2,840,26546.52
organic,3009.25,3414.66,0,6423.91
conventional,18132.57,43928.28,6121.11,68181.96
organic,3494.43,0,0,3494.43
conventional,6333888.33,2636616.32,294918.08,9265422.73
organic,624771.07,154712.59,2.94,779486.6
conventional,916284.35,1234707.82,6598.82,2157590.99
organic,36399.26,37715.36,2.94,74117.56
conventional,125662.18,100565.34,5516.66,231744.18
organic,10577.95,68.14,0,10646.09
conventional,5552.63,1932.24,590,8074.87
organic,2355.57,0,0,2355.57
conventional,105247.83,53475.11,6014.61,164737.55
organic,4879.96,4052.05,0,8932.01
conventional,187554.78,1284.15,3714.44,192553.37
organic,32243.06,0,0,32243.06
conventional,15602.2,8946.81,7.37,24556.38
organic,408.51,851.42,0,1259.93
conventional,96106.82,29390.74,1030,126527.56
organic,17924.17,4656.08,0,22580.25
conventional,76952.12,592.23,1263.33,78807.68
organic,1433.47,8814.36,0,10247.83
conventional,948516.41,28336.99,55434.68,1032288.08
organic,57767.34,107.22,0,57874.56
conventional,63813.12,4829.15,1097.78,69740.05
organic,3072.29,0,0,3072.29
conventional,66465.51,7716.18,2443.4,76625.09
organic,7248.72,0,0,7248.72
conventional,16005.11,109831.76,695.03,126531.9
organic,2278.78,5603.52,0,7882.3
conventional,52483.91,8793.66,416.67,61694.24
organic,4054.92,2226.37,0,6281.29
conventional,169789.71,86836.03,82.54,256708.28
organic,12034.04,20,0,12054.04
conventional,80821.91,233748.44,0,314570.35
organic,11787.29,82.63,0,11869.92
conventional,133047.25,12487.18,12645.82,158180.25
organic,9913.45,4218.81,0,14132.26
conventional,30869.15,5476.93,8882.09,45228.17
organic,6772.4,79.86,0,6852.26
conventional,685116.12,335733.79,52842.18,1073692.09
organic,76778.61,32505.99,0,109284.6
conventional,64199.34,285.77,1283.33,65768.44
organic,13673.94,4.44,0,13678.38
conventional,59706.9,1314.55,896.66,61918.11
organic,9501.7,4.57,0,9506.27
conventional,247453.57,127329.49,0,374783.06
organic,24541.57,3.33,0,24544.9
conventional,35579.02,39457.8,1630.72,76667.54
organic,3929.12,3988.01,0,7917.13
conventional,32147.33,21985.35,1313.33,55446.01
organic,1784.43,16.67,0,1801.1
conventional,58516.35,62901.92,270,121688.27
organic,6056.82,42.08,0,6098.9
conventional,603467.35,18679.7,39637.48,661784.53
organic,39001.29,36.09,0,39037.38
conventional,29280.49,24102.09,1130,54512.58
organic,1403.33,2109.71,0,3513.04
conventional,34817.34,55121.15,6058.89,95997.38
organic,4607.77,0,0,4607.77
conventional,833164.8,126121.45,18395.33,977681.58
organic,80259.26,14717.6,0,94976.86
conventional,65555.61,14827.94,1107.58,81491.13
organic,2457.58,3260.87,0,5718.45
conventional,55778.64,9484.64,8066.67,73329.95
organic,5458.89,10,0,5468.89
conventional,362404.9,17642.09,2816.87,382863.86
organic,49656.41,8.37,0,49664.78
conventional,931973.3,119001.73,14869.39,1065844.42
organic,153830.81,24578.57,0,178409.38
conventional,18260.75,40432.38,1726.67,60419.8
organic,18252.4,0,0,18252.4
conventional,46344.02,29287.68,4360,79991.7
organic,3816.96,6.66,0,3823.62
conventional,117153.23,9611.12,986.95,127751.3
organic,16411.75,0,0,16411.75
conventional,160062.92,109657.89,2445.55,272166.36
organic,4821.85,5.18,0,4827.03
conventional,26704.33,6275.57,723.34,33703.24
organic,9156.37,6.67,0,9163.04
conventional,430060.41,37912.23,11975.11,479947.75
organic,31277.63,9753.19,0,41030.82
conventional,116878.48,87177.01,280.55,204336.04
organic,1355.55,12513.26,0,13868.81
conventional,93129.14,4554.7,643.34,98327.18
organic,3277.55,259.89,0,3537.44
conventional,74994.56,4529.73,1550,81074.29
organic,8250.67,906.86,0,9157.53
conventional,49647.52,5730.57,1260,56638.09
organic,3780.03,1561.34,0,5341.37
conventional,42049.24,1129.77,1933.34,45112.35
organic,2755.65,11.98,0,2767.63
conventional,101946.55,6750.08,1951.59,110648.22
organic,4871.67,33.33,0,4905
conventional,67138.82,930.33,4330,72399.15
organic,4326.5,9.83,0,4336.33
conventional,112306.79,69630.16,1176.63,183113.58
organic,1377.69,12605.79,0,13983.48
conventional,75567.92,26297.82,2937.72,104803.46
organic,9811.05,662.87,0,10473.92
conventional,1010568.54,424211.45,18691.05,1453471.04
organic,82561.9,2153.11,0,84715.01
conventional,525044.69,321214.36,43731.21,889990.26
organic,51428.61,7308.3,0,58736.91
conventional,16550.54,10298.79,130.52,26979.85
organic,587.08,1040.5,0,1627.58
conventional,62761.15,4260.8,2117.28,69139.23
organic,2144.44,1605.86,0,3750.3
conventional,25309.08,496.01,726.66,26531.75
organic,1060.62,3370.66,0,4431.28
conventional,27042.63,34834.4,4255.56,66132.59
organic,3628.88,10,0,3638.88
conventional,6337457.44,2396438.66,225251.11,8959147.21
organic,594392.07,123903.23,0,718295.3
conventional,973013.15,1003906.67,9312.17,1986231.99
organic,60487.85,32779.21,0,93267.06
conventional,141547.68,82057.69,1254.45,224859.82
organic,10733.97,55.44,0,10789.41
conventional,5918.21,6844.59,873.33,13636.13
organic,2205.29,0,0,2205.29
conventional,137139.1,60271.16,7638.89,205049.15
organic,5936.32,1968.62,0,7904.94
conventional,182988.33,1830.67,3933.34,188752.34
organic,29420.48,13.33,0,29433.81
conventional,16530.36,8380.66,98.96,25009.98
organic,470.88,942.33,0,1413.21
conventional,85619.14,35182.6,1893.34,122695.08
organic,16162.53,4669.44,0,20831.97
conventional,73066.17,84.45,1593.33,74743.95
organic,3181.99,9211.89,0,12393.88
conventional,1201486.97,30452.62,58369.11,1290308.7
organic,55680.44,1063.29,0,56743.73
conventional,71208.4,5682.54,1523.34,78414.28
organic,5008.01,0,0,5008.01
conventional,71189.43,8973.49,4976.66,85139.58
organic,5820.33,0,0,5820.33
conventional,23000,119014.47,585.8,142600.27
organic,3807.57,2001.38,0,5808.95
conventional,78410.41,7851.78,628.47,86890.66
organic,4024.59,1022.65,0,5047.24
conventional,187977.48,90232.72,1467.77,279677.97
organic,14378.1,3.33,0,14381.43
conventional,101540.73,163807.71,2725.56,268074
organic,8703.01,29.71,0,8732.72
conventional,185661.19,7330.96,19519.62,212511.77
organic,10690.06,1690.3,0,12380.36
conventional,31734.93,4280.74,14317.57,50333.24
organic,4408.61,44.42,0,4453.03
conventional,832554.71,340048.81,83668.14,1256271.66
organic,67919.34,20400.35,0,88319.69
conventional,59348.16,2124.67,3246.67,64719.5
organic,13199.48,3.22,0,13202.7
conventional,52868.61,2359.61,1787.78,57016
organic,9127.56,12.23,0,9139.79
conventional,246147.25,138352.34,0,384499.59
organic,27247.58,0,0,27247.58
conventional,39049.2,41000.59,2821.03,82870.82
organic,3840.62,2929.39,0,6770.01
conventional,22133.61,29292.37,2213.33,53639.31
organic,977.77,0,0,977.77
conventional,49026.33,59193.02,388.95,108608.3
organic,5623.09,27.63,0,5650.72
conventional,793163.78,20822.11,46018.92,860004.81
organic,38021.3,966.92,0,38988.22
conventional,29610.66,24173.08,1211.76,54995.5
organic,729.74,1600.58,0,2330.32
conventional,38651.03,48348.78,7854.45,94854.26
organic,4073.33,11.1,0,4084.43
conventional,856452.33,122563.55,27722.1,1006737.98
organic,86645.75,11160.3,0,97806.05
conventional,86175.13,12836.41,1559.01,100570.55
organic,2337.43,2990.84,0,5328.27
conventional,56841.81,10734.76,9220,76796.57
organic,6781.1,13.33,0,6794.43
conventional,358318.64,24812.03,10827.14,393957.81
organic,49486.44,96.02,0,49582.46
conventional,891867.29,165243.16,31358.91,1088469.36
organic,152573.08,25572.01,0,178145.09
conventional,22061.56,55252.69,2993.33,80307.58
organic,16652.03,0,0,16652.03
conventional,44905.73,31827.18,6258.89,82991.8
organic,3096.97,0,0,3096.97
conventional,107141.63,12272.99,2380,121794.62
organic,15176.81,10.29,0,15187.1
conventional,166106.57,101493.08,3684.44,271284.09
organic,5095.53,37.22,0,5132.75
conventional,26823.78,6373.29,1100,34297.07
organic,9289.2,0,0,9289.2
conventional,440097.5,44108.31,14220.87,498426.68
organic,34485.91,12607.84,0,47093.75
conventional,162070.46,89822.94,262.96,252156.36
organic,2466.44,12336.78,0,14803.22
conventional,95244.27,3590.34,1483.33,100317.94
organic,8220.82,383.68,0,8604.5
conventional,74984.01,2762.99,3463.33,81210.33
organic,7343.81,933.62,0,8277.43
conventional,48158.96,3335.53,1680,53174.49
organic,3799.45,1145.93,0,4945.38
conventional,47817.62,1200.78,1406.67,50425.07
organic,2741.33,8.98,0,2750.31
conventional,113356.35,6642.56,2399,122397.91
organic,4960.42,0,0,4960.42
conventional,85993.75,753.46,2873.33,89620.54
organic,4356.01,6.5,0,4362.51
conventional,115658.86,73095.04,776.05,189529.95
organic,1685.57,13800.1,0,15485.67
conventional,89592.68,25937.07,4976.67,120506.42
organic,7694.74,263.5,0,7958.24
conventional,1037654.15,457240.12,23395.26,1518289.53
organic,101574.31,1241.24,0,102815.55
conventional,569390.19,337374.62,65744.86,972509.67
organic,42780.02,3218.7,0,45998.72
conventional,17489.63,9861.3,34.97,27385.9
organic,572.35,1104.91,0,1677.26
conventional,57720.94,9088.27,4588.66,71397.87
organic,1875.55,4090.83,0,5966.38
conventional,24827.73,988.85,810,26626.58
organic,2087.51,3539.66,0,5627.17
conventional,26777.09,32206.33,5431.11,64414.53
organic,2951.1,6.67,0,2957.77
conventional,6889925.78,2376269.93,317517.95,9583713.66
organic,598479.83,111139.48,0,709619.31
conventional,1060422.56,879238.7,13038.7,1952699.96
organic,56820.93,35875.76,0,92696.69
conventional,124742.32,84285.36,196.67,209224.35
organic,8171.22,12.81,0,8184.03
conventional,8301.97,3132.71,896.66,12331.34
organic,2009.77,0,0,2009.77
conventional,148972.21,66092.48,5570,220634.69
organic,8579.26,38,0,8617.26
conventional,186157.57,8884.88,4168.89,199211.34
organic,32534.94,0,0,32534.94
conventional,16648.41,8222.39,2.92,24873.72
organic,186.3,956.7,0,1143
conventional,78320.7,40848.48,2893.34,122062.52
organic,15759.1,1994.92,0,17754.02
conventional,79458.02,107.78,1983.33,81549.13
organic,5319.01,4472.62,0,9791.63
conventional,1160556.19,32819.18,52592.72,1245968.09
organic,66110.1,168.95,0,66279.05
conventional,67363.49,6829.83,3144.44,77337.76
organic,5418.6,4.44,0,5423.04
conventional,72282.38,8346.94,4473.38,85102.7
organic,10433.46,3.33,0,10436.79
conventional,21883.1,140667.78,576.87,163127.75
organic,2701.68,731.23,0,3432.91
conventional,62533.55,8290.1,519.51,71343.16
organic,4463.86,135.94,0,4599.8
conventional,157631.88,164728.16,1423.49,323783.53
organic,13044.16,94.95,0,13139.11
conventional,109341.45,165514.81,2208.89,277065.15
organic,13825.94,100.97,0,13926.91
conventional,137133.56,10425.92,13385.03,160944.51
organic,10115.55,410.91,0,10526.46
conventional,29466.86,3459.77,9219.69,42146.32
organic,7131.83,15.28,0,7147.11
conventional,733843.21,352853.24,63204.59,1149901.04
organic,86209.28,9824.78,0,96034.06
conventional,55944.4,9001.64,3326.67,68272.71
organic,13936.65,0,0,13936.65
conventional,49438.96,14192.88,2469.21,66101.05
organic,8889.63,10.74,0,8900.37
conventional,224811.25,298894.08,0,523705.33
organic,18327.39,10,0,18337.39
conventional,36182.69,40113.9,1947.11,78243.7
organic,5339.72,2183.96,0,7523.68
conventional,40501.07,23085.84,3696.67,67283.58
organic,1222.21,3.33,0,1225.54
conventional,42423.16,105694.14,170,148287.3
organic,2520.14,69.84,0,2589.98
conventional,784481.79,21556.57,40698.76,846737.12
organic,45097.35,145.43,0,45242.78
conventional,27903.99,24543.79,833.33,53281.11
organic,1102.05,386.84,0,1488.89
conventional,31618.38,73383.75,9201.11,114203.24
organic,4087.77,3.33,0,4091.1
conventional,836575.7,148877.99,28454.57,1013908.26
organic,85427.32,2532.02,0,87959.34
conventional,87901.11,16066.8,1494.67,105462.58
organic,1738.89,588.08,0,2326.97
conventional,60970.59,10286.92,4171.11,75428.62
organic,7945.56,16.67,0,7962.23
conventional,462811.56,49542.64,3296.55,515650.75
organic,46723.25,5.93,0,46729.18
conventional,1008008.74,194459.03,29848.9,1232316.67
organic,146634.24,11334.44,0,157968.68
conventional,19689.02,39173.91,4643.33,63506.26
organic,12958.89,0,0,12958.89
conventional,41567.72,47374.89,8706.67,97649.28
organic,4008.79,6.67,0,4015.46
conventional,126569.88,18466.21,2148.11,147184.2
organic,16455.87,0,0,16455.87
conventional,178802.98,109113.99,3670,291586.97
organic,4431.26,92.24,0,4523.5
conventional,26432.21,7035.2,1533.33,35000.74
organic,8273.14,6.66,0,8279.8
conventional,424441.48,35663.55,14388.67,474493.7
organic,33840.62,11026.57,0,44867.19
conventional,113265.06,81462.18,45.25,194772.49
organic,1686.43,12340.86,0,14027.29
conventional,95749.54,5384.33,2510,103643.87
organic,6441.72,10.96,0,6452.68
conventional,67332.72,4184.26,3580,75096.98
organic,7044.98,66.08,0,7111.06
conventional,36751.94,4721.95,1586.67,43060.56
organic,3871.36,272.02,0,4143.38
conventional,43675.73,1227.58,1860,46763.31
organic,3565.48,3.33,0,3568.81
conventional,113037.67,7028.31,1014.01,121079.99
organic,5495.17,3.33,0,5498.5
conventional,72666.82,1062.21,3817.78,77546.81
organic,4758.34,0,0,4758.34
