average_price,plu_4046,plu_4225,plu_4770,geography
2.08,31036.76,59948.6,0,California
1.76,43576.07,74145.54,4797.8,Charlotte
2.82,12.62,4182.38,174.37,Charlotte
2.14,73349.22,293404.88,85663.08,Chicago
1.84,61.05,25186.76,0,Chicago
1.86,7514.77,58917.31,626.22,Cincinnati/Dayton
2.01,398.22,4418.33,0,Cincinnati/Dayton
1.72,53367.76,13597.94,1131.1,Columbus
1.91,599.9,2055.8,0,Columbus
1.3,492841.54,170718.08,876.26,Dallas/Ft. Worth
1.7,5442.96,387.86,0,Dallas/Ft. Worth
1.47,114291.47,249372.98,198.48,Denver
1.93,3685.08,235.65,11.49,Denver
1.88,56101.34,24145.02,19204.17,Detroit
1.75,503.84,3596.4,0,Detroit
2.09,3178.13,35898.69,19397.32,Grand Rapids
1.44,42.11,3419.13,0,Grand Rapids
1.89,444534.18,780137.97,169347.13,Great Lakes
1.72,3467.06,52244.98,0,Great Lakes
1.45,37491.09,115716.48,192.67,Harrisburg/Scranton
1.5,259.99,164.27,6.71,Harrisburg/Scranton
1.6,6770.97,189987.47,76.86,Hartford/Springfield
2.06,72.05,3318.15,1.41,Hartford/Springfield
1.29,472251.74,141695.25,2169.62,Houston
1.89,11150.15,8.31,0,Houston
1.84,9051.01,53986.11,972.08,Indianapolis
1.68,154.85,1188.01,0,Indianapolis
2,68330.79,14372.21,49.83,Jacksonville
2.99,174.13,703.73,12.01,Jacksonville
1.61,58261.77,67847.94,62.85,Las Vegas
2.24,1055.34,115.35,0,Las Vegas
1.77,725653.31,335816.39,78098.02,Los Angeles
2.1,8450.82,26774.86,0,Los Angeles
1.89,3158.2,25612,73.49,Louisville
2.29,0,999.73,0,Louisville
2.04,254127.88,48863.68,187.25,Miami/Ft. Lauderdale
2.09,33.26,445.6,0,Miami/Ft. Lauderdale
1.64,484618.58,1130202.23,20147.99,Midsouth
1.99,4351.29,33501.74,592.25,Midsouth
1.7,73759.23,21324.74,90.32,Nashville
2.22,88.65,2826.04,0,Nashville
1.72,132184.69,21112.28,9,New Orleans/Mobile
1.97,207.39,135.26,0,New Orleans/Mobile
1.67,83287.52,707902.58,547.17,New York
2.04,5060.7,14782.9,90.07,New York
1.61,303877.34,2154492.82,6754.69,Northeast
1.7,9408.76,23215.19,79.66,Northeast
1.64,12237.85,217700.24,1440.92,Northern New England
1.56,10.88,163.19,0,Northern New England
2,166612.29,29616.83,15.2,Orlando
2.35,239.14,1618.07,0,Orlando
1.62,45811.04,195759.47,255.36,Philadelphia
1.61,1696.86,3087.3,0,Philadelphia
1.31,289195.06,153391.94,2561.47,Phoenix/Tucson
1.8,2624.47,142.4,0,Phoenix/Tucson
1.33,43623.37,22847.25,1404.16,Pittsburgh
1.4,969.51,35.45,0,Pittsburgh
1.77,547565.46,323435.45,13597.72,Plains
2.09,1616.73,15507.7,1134.3,Plains
1.84,97772.92,104336.09,14152.16,Portland
2.86,188.42,2362.6,1.64,Portland
1.63,67533.05,96920.94,4787.85,Raleigh/Greensboro
3,140.46,4331.2,147.11,Raleigh/Greensboro
1.54,39836.95,90617.44,1295.35,Richmond/Norfolk
1.6,250.53,2545.53,18.17,Richmond/Norfolk
1.59,25019,35234.94,85.57,Roanoke
1.83,271.56,1683.7,0,Roanoke
1.74,81753.69,191731,927.15,Sacramento
1.86,2464.29,2785.94,0,Sacramento
1.78,118114.48,122964.46,17450.03,San Diego
2.27,1595.59,8857.77,0,San Diego
1.79,106075.6,477519.16,3125.78,San Francisco
2.04,11899.79,9824.74,0,San Francisco
2.01,72930.41,126903.44,659.39,Seattle
2.86,770.12,9708.8,7.6,Seattle
1.64,135045.88,74889.77,1574.57,South Carolina
2.15,182.4,3400.73,81.2,South Carolina
1.34,2373892.08,775342.08,7963.75,South Central
1.75,31572.3,2854.98,0,South Central
1.82,1532669.78,403538.05,3143.68,Southeast
2.29,2020.76,18485.31,135.54,Southeast
1.83,13935.32,20908.42,26.77,Spokane
2.88,148.64,825.79,0,Spokane
1.83,53230.11,6365.22,139.39,St. Louis
2.36,26.77,913.31,0,St. Louis
1.58,8960.94,26794.59,26.53,Syracuse
1.41,127.81,61.21,0,Syracuse
1.96,184126.8,34452.35,47.63,Tampa
2.14,174.02,928.96,0,Tampa
1.64,8342407.59,8354516.32,384794.18,Total U.S.
1.95,100319.38,230053.24,1966.94,Total U.S.
1.57,1366983.48,1178504.57,43433.94,West
2.45,16845.73,24294.75,25.18,West
1.22,357909.12,121221.98,517.3,West Tex/New Mexico
2.37,1474.43,1689.97,0,West Tex/New Mexico
1.78,3679.82,45843.75,42.63,Albany
1.4,23.15,341.52,0,Albany
1.6,213442.97,32020.48,51.1,Atlanta
2.55,371.26,4535.92,0,Atlanta
1.71,58351,380897.88,4554.55,Baltimore/Washington
1.5,2811.23,6844.1,80.66,Baltimore/Washington
1.89,28952.89,2680.35,6108,Boise
2.78,62.55,573.83,0,Boise
1.61,16621.16,322931.92,1266.34,Boston
1.56,15.95,1103.1,0,Boston
1.49,25376.77,31576.96,38.61,Buffalo/Rochester
1.34,324.2,148.9,0,Buffalo/Rochester
1.74,1377101,1829530.74,138380.27,California
2.17,26222.41,53539.49,0,California
1.77,50017.71,66076.12,4781.98,Charlotte
2.67,30.6,3911.27,130.82,Charlotte
2.22,62315.4,296817.34,87406.94,Chicago
1.8,50.6,31925.41,0,Chicago
1.9,6658.45,50674.92,588.2,Cincinnati/Dayton
1.94,246.84,4265.5,0,Cincinnati/Dayton
1.83,46870.14,8224.8,765.87,Columbus
1.89,583.62,1941.13,0,Columbus
1.29,488695.54,194837.09,1217.6,Dallas/Ft. Worth
1.73,5943.03,470.54,0,Dallas/Ft. Worth
1.6,133463.1,140121.62,177.88,Denver
1.97,7350.34,484.37,30.99,Denver
1.94,55417.49,17297.6,18345.32,Detroit
1.82,552.98,3869.45,1.42,Detroit
2.19,2689.21,30568.23,19624.56,Grand Rapids
1.51,42.25,1218.07,0,Grand Rapids
1.98,419515.35,658131.8,166808.35,Great Lakes
1.7,3603.46,56237.45,1.62,Great Lakes
1.54,34256.95,79474.31,139.28,Harrisburg/Scranton
1.44,236.33,183.12,12.04,Harrisburg/Scranton
1.6,7540.43,159211.65,174.29,Hartford/Springfield
1.93,52.43,3324.46,7,Hartford/Springfield
1.29,491561.89,146966.38,1449.29,Houston
1.84,7124.21,56.18,0,Houston
1.97,10071.88,37063.61,607.85,Indianapolis
1.69,201.29,1298.56,0,Indianapolis
1.79,89903.47,10996.65,76.87,Jacksonville
2.31,54.21,463.78,8.43,Jacksonville
1.64,62574.22,60756.44,75.85,Las Vegas
2.25,1223.09,194.14,0,Las Vegas
1.8,753730.08,343707.72,91288.33,Los Angeles
2.28,5549.94,22828.93,0,Los Angeles
1.98,4093.28,17191.2,71.23,Louisville
2.15,1.29,1195.97,0,Louisville
1.92,302210.81,44414.13,104.53,Miami/Ft. Lauderdale
1.97,98.7,435.16,0,Miami/Ft. Lauderdale
1.72,515353.83,852450.97,19640.32,Midsouth
1.87,4376.74,35185.02,566.08,Midsouth
1.76,77117.26,4016.38,105.67,Nashville
2.17,60.89,2903.35,0,Nashville
1.34,207980.89,24630.11,31.1,New Orleans/Mobile
1.69,208.27,73.21,0,New Orleans/Mobile
1.69,75444.57,669974.98,872.2,New York
2.06,6353.85,16664.55,133.03,New York
1.63,291046.85,1864722.88,6148.69,Northeast
1.64,11078.6,25362.38,131.65,Northeast
1.61,13747.51,203354.1,1304.64,Northern New England
1.52,10.89,194.84,0,Northern New England
1.85,195935.23,23473.26,50.59,Orlando
2.27,198.53,1046.76,0,Orlando
1.67,43189.77,163922.46,336.6,Philadelphia
1.58,2204.3,2935.05,6.15,Philadelphia
1.28,334851.45,146162.7,2097.5,Phoenix/Tucson
1.78,2749.91,124.43,0,Phoenix/Tucson
1.6,35817.02,10330.12,1240.8,Pittsburgh
1.35,1108.27,24.83,0,Pittsburgh
1.81,579778.92,278087.93,5387.88,Plains
2.02,1701.98,14818.4,366.66,Plains
1.9,92601.95,111769.87,14976.51,Portland
2.85,1802.17,2450.42,1.64,Portland
1.7,70536.12,91083.5,4383.72,Raleigh/Greensboro
2.85,96.31,4599.62,125.61,Raleigh/Greensboro
1.62,43388.05,49967.91,1517.57,Richmond/Norfolk
1.56,416.49,2475.61,67.47,Richmond/Norfolk
1.66,26135.12,16257.01,73.31,Roanoke
1.72,228.36,1675.12,0,Roanoke
1.66,94059.88,214294.88,934.78,Sacramento
1.84,2487.05,2762.42,0,Sacramento
1.83,114286.86,122377.33,21165.55,San Diego
2.33,754.58,8162.44,0,San Diego
1.65,118596.49,587792.61,2921.61,San Francisco
2.07,10832.88,8426.55,0,San Francisco
2.02,66345.57,129937.45,813.23,Seattle
2.8,1079.7,11176.2,7.6,Seattle
1.56,161942.76,57386.29,1635.25,South Carolina
2.04,136.03,3139.37,60.66,South Carolina
1.32,2484149.44,842457.24,6332.78,South Central
1.75,27054.58,3391.43,0,South Central
1.72,1834789.3,292733.11,2599.67,Southeast
2.13,1400.23,16197.16,96.54,Southeast
1.82,13845.14,22168.16,38.94,Spokane
2.74,236.06,946.35,0,Spokane
1.83,50280.03,6489.27,77.53,St. Louis
2.27,19.03,733.82,0,St. Louis
1.57,8991.47,18883.83,12.52,Syracuse
1.32,54.15,124.32,0,Syracuse
1.76,232556.89,34336.91,51.95,Tampa
1.89,103.57,527.61,0,Tampa
1.65,8911144.2,7609509.9,391832.89,Total U.S.
1.9,100744.58,231652.64,1224.99,Total U.S.
1.62,1409409.51,991395.23,46534.94,West
2.37,25306.59,26921.31,62.43,West
1.2,371142.58,99797.74,288.21,West Tex/New Mexico
2.39,1952.2,2235.24,0,West Tex/New Mexico
1.65,3383.35,63355.37,62.45,Albany
1.47,18.71,237.43,0,Albany
1.64,197442.9,34760.61,148.61,Atlanta
2.23,344.76,4738.94,0,Atlanta
1.66,57542.76,426158.13,4901.97,Baltimore/Washington
1.6,939.94,8821.8,68.85,Baltimore/Washington
1.83,30892.83,2910.65,5019.97,Boise
2.62,34.16,523.33,0,Boise
1.59,20138.49,331423.32,2218.03,Boston
1.6,14.85,1420.26,0,Boston
1.5,26274.97,40394.56,32.89,Buffalo/Rochester
1.33,158.88,153.55,0,Buffalo/Rochester
1.68,1348029.41,1699672.65,137027.4,California
2.1,25513.54,44390.25,0,California
1.7,45266.57,68119.98,5567.33,Charlotte
2.38,64,3476.86,161.46,Charlotte
2.11,89191.92,288024.23,93956.96,Chicago
1.9,24.19,30172.08,0,Chicago
1.81,6137.38,59691.71,574.34,Cincinnati/Dayton
1.81,258.44,4239.94,0,Cincinnati/Dayton
1.71,47436.39,16441.16,663.58,Columbus
1.78,583.8,1787.74,0,Columbus
1.28,480909.5,174844.63,1813.42,Dallas/Ft. Worth
1.71,5297.31,449.51,0,Dallas/Ft. Worth
1.57,126304.77,158787.1,711.14,Denver
1.55,11990.11,1114.77,85.48,Denver
1.79,57304.56,33515.01,10114.48,Detroit
1.69,468.5,3770.8,0,Detroit
2.07,3559.98,37970.75,18550.88,Grand Rapids
1.41,15.56,724.41,0,Grand Rapids
1.86,446922.8,801194.66,160272.53,Great Lakes
1.68,3318.61,54525.35,0,Great Lakes
1.48,32691.3,112916.52,74.12,Harrisburg/Scranton
1.51,252.22,166.17,11.8,Harrisburg/Scranton
1.58,7043.32,177668.62,73,Hartford/Springfield
1.81,60.56,2147.55,4.22,Hartford/Springfield
1.26,476686.67,149935.14,1866.1,Houston
1.82,7026.42,70.66,0,Houston
1.76,9351.2,52216.91,631.41,Indianapolis
1.57,166.96,1439.7,0,Indianapolis
1.76,75857.38,10193.63,137.38,Jacksonville
2.55,60.21,546.72,4.82,Jacksonville
1.45,57479.41,76990.78,60.64,Las Vegas
1.99,1113.04,173.88,0,Las Vegas
1.67,741758.67,385402.67,94134.88,Los Angeles
2.12,6151.13,16592.03,0,Los Angeles
1.79,3403.65,25005.3,68.1,Louisville
1.88,2.59,1120.58,0,Louisville
1.79,324877.96,49047.42,32,Miami/Ft. Lauderdale
2.62,24.83,384.79,0,Miami/Ft. Lauderdale
1.63,529662.41,1066264.19,21955.24,Midsouth
1.84,2928.11,35554.07,556.45,Midsouth
1.57,87209.67,10227.66,125.62,Nashville
1.96,67.23,2947.41,0,Nashville
1.46,135384.25,18515.33,173.04,New Orleans/Mobile
1.55,252.53,100.4,0,New Orleans/Mobile
1.68,75694.79,747793.74,632.63,New York
2.09,6708.76,14018.78,100.55,New York
1.62,302669.36,2116241.41,6202.08,Northeast
1.7,12497.35,23859.81,117.29,Northeast
1.58,12295.38,244434.33,1566.21,Northern New England
1.64,0,202.17,0,Northern New England
1.74,176622.72,22938.4,94.4,Orlando
2.87,175.45,1228.12,0,Orlando
1.64,44235.03,197307.19,235.29,Philadelphia
1.69,2588.95,3517.12,10.51,Philadelphia
1.17,338241.51,217038.81,2634.94,Phoenix/Tucson
1.77,2370.22,101.99,0,Phoenix/Tucson
1.56,34869.71,21509.86,1142.62,Pittsburgh
1.39,1168.25,81.55,0,Pittsburgh
1.77,566004.4,324285.18,4322.76,Plains
2.07,1119.87,14609.29,414.22,Plains
1.25,150707.93,240106.11,11215.37,Portland
2.71,1671.14,2449.35,6.61,Portland
1.63,72524.24,89294.26,5003.35,Raleigh/Greensboro
2.53,442.38,3627,103.46,Raleigh/Greensboro
1.46,43036.52,92849.88,1580.75,Richmond/Norfolk
1.6,323.77,2409.46,66.32,Richmond/Norfolk
1.49,27140.34,37806.88,114.24,Roanoke
1.64,221.97,1582.91,0,Roanoke
1.68,89884.18,208158.38,800.92,Sacramento
1.92,2439.7,3012.02,0,Sacramento
1.67,101926.07,136483.97,20792.45,San Diego
2.25,713.19,6513.89,0,San Diego
1.76,120680.92,461963.1,3144.56,San Francisco
2.09,10237.78,8211.76,0,San Francisco
1.74,85159.49,168426.55,10887.91,Seattle
2.69,1121.98,9881.49,25.43,Seattle
1.69,125345.26,60281.11,1836.26,South Carolina
1.78,231.95,3011.81,76.97,South Carolina
1.3,2390226.58,797892.99,8836.79,South Central
1.74,24823.67,3241.9,0,South Central
1.71,1662424.55,323402.58,3543.74,Southeast
1.99,1416.56,16951.37,118.81,Southeast
1.6,15839,26443.4,98.77,Spokane
2.55,103.65,1021.68,2.12,Spokane
1.75,56251.73,17904.77,50.25,St. Louis
2.14,27.16,1200.53,0,St. Louis
1.57,9713.37,25427.16,63.06,Syracuse
1.34,86.38,66.06,0,Syracuse
1.71,201650.5,30918.98,66.61,Tampa
2.7,125.79,659.65,0,Tampa
1.58,8769357.86,8534404.17,392119.12,Total U.S.
1.85,103557.18,218881.54,1369.62,Total U.S.
1.43,1523418.35,1405450.5,49958.58,West
2.08,31939.47,25749.52,162.84,West
1.15,378161.23,115974.2,360.91,West Tex/New Mexico
2.07,1785.17,935.45,0,West Tex/New Mexico
1.56,3758.8,57340.3,35.48,Albany
1.49,3.52,268.83,0,Albany
1.49,219172.21,35958.88,894.35,Atlanta
2.06,390.46,4323.24,0,Atlanta
1.6,60120.62,418176.99,4523.13,Baltimore/Washington
1.64,815.38,10255.4,71.21,Baltimore/Washington
1.43,49926.45,2947.99,4055.92,Boise
2.41,41.07,543.46,0,Boise
1.48,19871.3,328476.35,2432.68,Boston
1.58,16.66,1569.42,0,Boston
1.5,24441.32,39988.75,61.44,Buffalo/Rochester
1.35,231.39,135.86,0,Buffalo/Rochester
1.53,1604916.52,1779177.98,123891.36,California
2,27492.71,48684.87,0,California
1.64,44543.75,65040.05,4652.86,Charlotte
2.08,36.2,4320.47,181.26,Charlotte
2.06,84590.83,275588.35,95627.48,Chicago
2.1,38.23,23237.19,0,Chicago
1.75,4778.41,59196.88,377.61,Cincinnati/Dayton
1.86,265.15,3671.03,0,Cincinnati/Dayton
1.55,46747.3,15690.62,750.6,Columbus
1.68,546.93,1829.34,0,Columbus
1.1,525021.72,186939.29,2275.11,Dallas/Ft. Worth
1.69,3989.78,395.07,0,Dallas/Ft. Worth
1.43,126273.71,238205.63,6359.85,Denver
1.64,5719.08,906.97,75.1,Denver
1.59,57747.31,39113.6,10512.03,Detroit
1.61,619.98,3460.25,0,Detroit
1.96,2538.84,37656.26,21937.7,Grand Rapids
1.32,15.63,686.14,0,Grand Rapids
1.75,444286.92,806545.92,170360.42,Great Lakes
1.68,3616.94,45789.71,0,Great Lakes
1.43,30373.68,111836.53,29.48,Harrisburg/Scranton
1.48,189.7,237.13,6.16,Harrisburg/Scranton
1.5,7441.12,179802.05,151.61,Hartford/Springfield
1.53,35.03,2862.72,1.41,Hartford/Springfield
1.16,492168.22,128029.43,1834.84,Houston
1.82,5592.53,28.86,0,Houston
1.67,8944.76,57230.12,603.48,Indianapolis
1.48,129.36,1196.31,0,Indianapolis
1.56,89649.03,11079.1,260.69,Jacksonville
2.02,67.32,531.36,7.21,Jacksonville
1.37,61741.1,74165.15,682.14,Las Vegas
1.83,1255.39,358.12,0,Las Vegas
1.49,924450.62,360936.46,84635.32,Los Angeles
1.99,7845.81,20466.32,0,Los Angeles
1.7,3538.09,25086.52,33.07,Louisville
1.82,9.09,1048.94,0,Louisville
1.59,378185.3,61183.38,183.75,Miami/Ft. Lauderdale
2.19,139.07,728.38,0,Miami/Ft. Lauderdale
1.56,537789.18,1026119.76,20115.07,Midsouth
1.8,2401.85,39858.54,607.05,Midsouth
1.41,97915.36,9503.17,252.39,Nashville
1.78,57.76,3126.34,0,Nashville
1.26,159833.64,24349.84,1576.11,New Orleans/Mobile
1.6,83.45,125.29,0,New Orleans/Mobile
1.54,71422.68,788731.96,491.71,New York
2.08,5760.74,17860.14,73.28,New York
1.51,289343.32,2157327.99,6149.33,Northeast
1.68,10671.96,29448.03,99.41,Northeast
1.52,12997.21,237665.93,1461.46,Northern New England
1.7,0,308.14,0,Northern New England
1.56,214853.32,27481.16,613.49,Orlando
2.29,318.97,1675.81,0,Orlando
1.53,39322.2,201632.28,288.94,Philadelphia
1.65,1948.97,4354.97,24.34,Philadelphia
1.04,352330.12,241655.47,3878.71,Phoenix/Tucson
1.79,2184.07,508.22,0,Phoenix/Tucson
1.54,35800.8,22216.67,1088.38,Pittsburgh
1.43,1240.6,10.63,0,Pittsburgh
1.48,650121.75,388491.92,4068.81,Plains
1.96,1352.09,14045.55,375.42,Plains
1.36,138574.37,127745.69,14424.63,Portland
2.48,1737.93,2304.96,1.66,Portland
1.63,62822.01,87018.3,5007.19,Raleigh/Greensboro
2.2,196.22,4273.42,109.06,Raleigh/Greensboro
1.39,44086.63,86692.04,1441.14,Richmond/Norfolk
1.62,370.45,2692.51,53.05,Richmond/Norfolk
1.42,26729.27,35118.27,103.84,Roanoke
1.53,262.63,1702.26,0,Roanoke
1.58,93869.48,204224.61,851.79,Sacramento
1.81,2679.07,2828.24,0,Sacramento
1.57,130818.62,123575.63,17091.4,San Diego
2.15,951.67,6964.44,0,San Diego
1.57,138067.37,551292.65,2933.7,San Francisco
2.08,9739.13,7981.22,0,San Francisco
1.48,115638.44,168488.4,10445.22,Seattle
2.3,1276.83,12683.1,15.26,Seattle
1.57,130878.22,56508.94,2299.62,South Carolina
1.7,183.93,3156.87,87.34,South Carolina
1.15,2541201.97,796819.87,11499.33,South Central
1.73,18976.94,2868.24,0,South Central
1.54,1888095.12,344382.02,8075.73,Southeast
1.91,1696.37,17846.02,107.66,Southeast
1.31,21170.41,32061.06,223.31,Spokane
2.11,368.11,1504.17,0,Spokane
1.61,72104.67,8866.99,81.1,St. Louis
2.02,44.43,1254.63,0,St. Louis
1.51,9115.03,23293.35,47.27,Syracuse
1.35,74.88,74.94,0,Syracuse
1.54,235502.11,36022.98,487.62,Tampa
2.18,108.7,1003.5,0,Tampa
1.44,9607586.96,8761192.74,409598.47,Total U.S.
1.82,89301.75,229689.25,1309.82,Total U.S.
1.31,1651832.17,1462327.27,65438.43,West
2,23092.88,31148.28,120.28,West
1.04,390067.16,159230.47,2000.47,West Tex/New Mexico
1.81,2207.98,3361.12,14.39,West Tex/New Mexico
1.67,2959.76,57585.49,57.94,Albany
1.38,12.99,180.62,0,Albany
1.28,256988.66,36334.71,1083.81,Atlanta
2.04,319.28,3788.49,0,Atlanta
1.55,62566.85,434269.43,4193.34,Baltimore/Washington
1.81,986.73,9121.99,99.38,Baltimore/Washington
1.44,33724.32,2180.13,4757.31,Boise
2.34,51.96,511.36,0,Boise
1.49,14781.17,360615.41,2145.15,Boston
1.83,7.41,1225.55,0,Boston
1.36,11383.36,53894.54,38.11,Buffalo/Rochester
1.35,216.82,114.69,0,Buffalo/Rochester
1.2,1981731.12,2384845.53,125816.68,California
2.01,29243.35,48086.52,0,California
1.49,52951.42,62872,4716.56,Charlotte
2.02,43.32,3776.83,160.97,Charlotte
1.94,117423.1,268773.52,88632.79,Chicago
2.06,29.29,28053.8,0,Chicago
1.42,4682.7,80070.26,505.32,Cincinnati/Dayton
1.87,171.76,3285.31,0,Cincinnati/Dayton
1.22,72722.59,18568.73,808.97,Columbus
1.73,549.86,1472.16,0,Columbus
1.05,548902.52,213645.56,2639.97,Dallas/Ft. Worth
1.67,4525.31,322.02,0,Dallas/Ft. Worth
1.2,130556.48,226576.7,10872.4,Denver
2.01,4980.49,572.15,26.58,Denver
1.28,91775.45,40457.01,8828.78,Detroit
1.65,425.08,2658.53,0,Detroit
1.55,2263.72,65813.83,21510.67,Grand Rapids
1.32,61.38,540.98,0,Grand Rapids
1.52,570308.79,901889.6,159959.25,Great Lakes
1.7,3060.61,48813.2,0,Great Lakes
1.47,30541.03,117170.48,36.92,Harrisburg/Scranton
1.63,215.06,156.06,20.15,Harrisburg/Scranton
1.53,5938.74,188044,173.6,Hartford/Springfield
1.98,45.05,2689,0,Hartford/Springfield
1.12,481864.71,189258.96,2105.74,Houston
1.82,5552.59,163.01,0,Houston
1.63,8565.38,65715.28,870.81,Indianapolis
1.54,143.58,1167.86,0,Indianapolis
1.17,108447,13949.4,264.49,Jacksonville
2.16,102.22,748.02,4.81,Jacksonville
1.29,56224.61,94603.45,3515,Las Vegas
1.93,1136.5,1084.34,0,Las Vegas
1.09,1085428.83,843048.34,81784.71,Los Angeles
1.99,8078.35,19540.98,0,Los Angeles
1.23,3751.03,44115.78,56.48,Louisville
1.84,1.3,740.67,0,Louisville
1.22,450543.04,71919.22,223.75,Miami/Ft. Lauderdale
1.84,32.98,424.67,0,Miami/Ft. Lauderdale
1.41,639486.72,1075382.15,19076.52,Midsouth
1.8,2448.54,34603.78,619.38,Midsouth
1.14,125954.95,9477.04,185,Nashville
1.76,75.61,2571.96,0,Nashville
1.11,169106.09,21885.18,1787,New Orleans/Mobile
1.7,89.32,154,0,New Orleans/Mobile
1.57,74423.5,788262.18,779.34,New York
2.11,5301.96,19352.26,84.57,New York
1.52,251453.16,2238785.24,6303.94,Northeast
1.76,10127.06,29797.6,100.29,Northeast
1.5,10155.17,237554.72,1307.67,Northern New England
1.57,1.67,177.53,0,Northern New England
1.22,257257.1,33771.93,570.11,Orlando
2.01,179.61,1219.5,0,Orlando
1.53,40321.47,209091.67,274.42,Philadelphia
1.73,1757.98,4800.42,5.22,Philadelphia
0.98,368642.75,273118.45,7336.87,Phoenix/Tucson
1.89,2450.25,1503.06,0,Phoenix/Tucson
1.52,30939.52,20179.35,1067.37,Pittsburgh
1.43,1095.47,26.46,0,Pittsburgh
1.38,679340.39,436908.61,3387.14,Plains
1.88,995.63,11209.3,273.81,Plains
1.29,152604.62,128666.04,15431.79,Portland
2.49,2011.28,2499.56,0,Portland
1.48,76356.75,82013.34,4266.3,Raleigh/Greensboro
1.92,181.87,4145.71,133.58,Raleigh/Greensboro
1.33,53015.01,82269.66,1275.09,Richmond/Norfolk
1.67,327.71,2184.05,36.01,Richmond/Norfolk
1.3,36192.73,35007.6,265.2,Roanoke
1.53,151.09,1301.57,0,Roanoke
1.45,120962.4,209801.43,798.13,Sacramento
1.86,2787.56,2909.91,0,Sacramento
1,169061.21,309160.39,19020.23,San Diego
2.13,863.06,6224.07,0,San Diego
1.56,197107.52,428002.14,4543.85,San Francisco
2.09,11099.63,8152.39,0,San Francisco
1.53,109352.84,121941.84,14722.61,Seattle
2.43,1118.1,11280.32,16.56,Seattle
1.32,139889.99,57049.49,2572.09,South Carolina
1.69,132.44,2891.29,66.22,South Carolina
1.1,2567803.45,938018.17,12452.51,South Central
1.73,20556.39,2692.5,0,South Central
1.23,2294505.56,395328.65,9660.73,Southeast
1.84,1300.49,15386.24,96.43,Southeast
1.41,20428.73,21686.72,276.93,Spokane
2.48,272,946.72,0,Spokane
1.34,83829.38,11655.32,117.88,St. Louis
1.8,14.42,924.45,0,St. Louis
1.46,4026.13,30151.64,29.82,Syracuse
1.35,78.85,61.04,0,Syracuse
1.19,310309.77,48829.24,661.15,Tampa
1.94,92.65,741.78,0,Tampa
1.29,10596902.91,9803569.58,424755.66,Total U.S.
1.84,88668.95,218858.34,1150.03,Total U.S.
1.23,1612273.73,1432411.64,88098.88,West
2.16,20936.88,28269.2,60.13,West
1.02,340028.02,169026.98,4847.21,West Tex/New Mexico
1.89,1424.2,1259.66,0,West Tex/New Mexico
1.62,2483.36,55509.31,33.88,Albany
1.5,3.56,64.14,0,Albany
1.08,275749.63,32494.72,1124.72,Atlanta
1.86,447.38,3686.33,0,Atlanta
1.41,93808.96,458177.74,4062.15,Baltimore/Washington
1.84,1134.54,8053.87,75.7,Baltimore/Washington
1.21,40651.49,1848.89,4629.02,Boise
2.33,45,504.52,0,Boise
1.49,13002.8,334875.51,2014.44,Boston
1.95,14.81,1535.06,3.7,Boston
1.37,9707.4,54119.19,58.11,Buffalo/Rochester
1.36,175.18,92.84,0,Buffalo/Rochester
1.15,2148627.4,2224529.18,108333.63,California
1.76,27876.4,67331.86,0,California
1.47,46741.48,65173.5,4855.57,Charlotte
2.22,31.39,4550.54,194.47,Charlotte
1.77,96105.5,284220.43,81793.52,Chicago
1.95,24.68,31160.28,0,Chicago
1.01,4581.41,121602.23,862.16,Cincinnati/Dayton
1.92,194.06,2940.82,0,Cincinnati/Dayton
0.96,108463.21,15618.1,911.56,Columbus
1.67,569.29,1069.47,0,Columbus
0.96,600272.43,245464.06,3677.48,Dallas/Ft. Worth
1.64,4533.05,324.41,0,Dallas/Ft. Worth
1.07,122060.91,320967.57,8617.99,Denver
2.05,4139,411.73,35.75,Denver
1,154127.34,42917.02,7701.33,Detroit
1.58,518.9,2512.04,0,Detroit
1.7,2335.02,46898.66,18583.72,Grand Rapids
1.52,44.32,3069.6,0,Grand Rapids
1.26,696600.38,1043530.21,144063.19,Great Lakes
1.69,3261.8,53829.19,0,Great Lakes
1.45,31048.2,99317.22,76.31,Harrisburg/Scranton
1.61,256.08,154.47,5.48,Harrisburg/Scranton
1.53,5209.01,161648.13,106.23,Hartford/Springfield
2.17,26.7,3106.6,2.81,Hartford/Springfield
0.95,526090.63,264224.32,4359.04,Houston
1.82,5256.51,49.26,0,Houston
1.26,8575.56,86633.97,752.93,Indianapolis
1.48,141.41,794.48,0,Indianapolis
1.48,74308.6,8741.26,234.92,Jacksonville
2.04,115.85,890.62,2.41,Jacksonville
1.12,57828.06,121041.61,5037.21,Las Vegas
1.83,1540.11,1637.33,0,Las Vegas
1.04,1079147.36,743292.73,69039.29,Los Angeles
1.72,7315.42,31324.47,0,Los Angeles
1.18,3045.35,37125.6,120.44,Louisville
1.7,5.18,756.67,0,Louisville
1.53,314039.49,47476.82,392.9,Miami/Ft. Lauderdale
1.96,64.69,911.14,0,Miami/Ft. Lauderdale
1.28,797195.7,1081492.86,20209.95,Midsouth
1.85,3560.76,36025.34,677.79,Midsouth
1.02,144908.02,8243.13,354.53,Nashville
1.71,72.89,1957.67,0,Nashville
1.32,131134.51,19876.07,1893,New Orleans/Mobile
1.7,110.32,92.85,0,New Orleans/Mobile
