date ,average_price,total_volume,PLU 4046,PLU 4225,PLU 4770,total_bags,small_bags,large_bags,xlarge_bags,type,year
3/11/2016,$6.95,89.45,86.95,51.23,31.59,30.0,88,100,51,F,2002
1/10/2018,$8.99,16.31,48.78,75.19,52.62,67.37,47,75,45,M,1995
11/25/2018,$4.11,28.07,52.03,58.74,36.61,33.04,53,24,55,F,1999
9/2/2016,$3.44,6.51,18.62,18.89,1.45,25.75,81,63,76,F,1992
2/4/2018,$5.34,48.81,59.67,14.25,77.25,68.69,57,8,61,F,2007
4/27/2020,$0.44,54.21,73.38,9.13,8.87,79.67,70,74,87,M,2004
3/17/2015,$0.25,68.31,57.31,72.2,4.35,93.62,52,11,20,M,2008
5/2/2015,$7.74,75.81,90.97,7.88,53.53,60.67,74,49,26,F,2003
6/28/2018,$7.94,49.86,31.04,84.86,81.36,74.58,71,34,53,M,1986
6/9/2018,$8.79,7.07,29.86,67.7,4.97,86.47,96,98,17,M,2001
2/28/2018,$4.77,71.28,15.08,2.18,76.91,48.52,19,87,75,M,2008
8/12/2018,$0.25,52.74,62.05,62.01,42.44,94.4,53,94,66,M,2007
2/13/2016,$0.70,10.3,47.74,85.08,74.54,92.97,77,46,74,M,2001
1/8/2018,$8.52,16.6,79.41,42.41,14.83,50.33,95,97,12,M,1992
11/26/2018,$4.58,5.95,91.65,50.21,36.19,84.11,87,98,75,F,2006
6/17/2018,$0.42,33.79,14.95,70.74,37.44,93.26,91,75,17,F,1990
8/28/2018,$8.25,81.89,4.86,8.79,58.82,12.61,48,82,8,M,1991
10/12/2019,$6.07,63.14,2.75,57.45,89.52,3.74,41,67,96,F,2008
11/19/2018,$2.42,45.79,74.88,22.91,89.68,47.14,96,49,51,F,2008
9/15/2015,$3.00,72.05,17.57,80.98,95.56,15.49,65,36,78,M,1992
3/21/2020,$7.09,20.84,22.11,15.03,18.51,74.78,65,53,41,M,1992
5/12/2019,$8.19,29.8,51.24,21.1,84.41,27.97,16,45,15,F,2004
6/13/2019,$9.43,8.25,10.44,59.43,35.59,10.05,84,55,32,F,2002
5/8/2017,$7.39,12.22,19.59,30.37,79.51,37.91,15,21,78,M,2008
3/13/2020,$3.45,26.51,66.87,13.6,39.41,86.01,42,33,82,F,2010
1/15/2020,$0.65,94.32,31.84,37.68,14.01,18.87,25,97,54,F,1997
10/5/2018,$3.59,78.83,80.99,89.47,66.7,37.11,66,10,16,M,1998
7/19/2019,$8.03,42.94,58.97,40.64,67.12,23.29,37,56,35,F,1993
11/13/2017,$8.48,98.17,47.58,85.37,64.72,28.66,68,88,72,M,1998
3/1/2015,$2.26,47.1,26.28,45.85,84.81,42.63,87,23,46,M,1995
11/14/2015,$5.90,59.9,45.28,92.73,19.78,81.38,64,13,45,F,2001
7/25/2017,$9.28,32.28,40.56,75.95,86.07,23.27,35,21,85,M,1997
8/8/2016,$0.95,29.59,21.95,54.85,13.43,46.52,4,6,95,F,1996
1/19/2020,$8.09,39.05,71.54,91.94,16.78,42.4,9,17,46,M,1987
1/27/2015,$5.78,3.16,19.45,75.23,69.37,66.46,47,13,16,F,2000
6/5/2015,$0.12,61.33,66.42,30.48,68.62,52.41,96,45,51,M,1992
7/9/2015,$1.95,76.37,43.51,6.2,76.38,20.34,76,35,62,F,2001
2/2/2018,$9.32,97.63,21.42,50.04,23.27,68.66,29,81,32,F,1992
11/28/2016,$2.65,84.94,5.34,34.43,81.78,58.62,41,58,45,F,1996
5/14/2019,$6.55,35.11,35.58,60.62,37.59,38.67,2,99,72,F,1995
10/7/2018,$6.88,1.45,85.57,42.83,66.81,92.23,28,15,31,M,1989
3/21/2016,$5.48,45.53,60.7,57.1,73.05,4.55,74,19,81,M,1966
6/16/2017,$4.80,97.68,3.4,14.46,35.8,16.93,69,26,65,F,1999
1/29/2019,$7.17,88.58,9.58,10.49,5.43,87.31,65,93,8,M,2004
5/16/2015,$7.63,15.3,86.32,88.44,57.15,17.66,72,14,16,M,2002
12/17/2015,$7.02,44.6,5.49,30.74,88.61,97.97,71,74,90,F,1992
8/17/2019,$5.58,53.2,29.77,23.1,21.47,62.07,83,6,39,M,2005
6/26/2015,$3.24,57.31,60.48,39.23,20.34,1.99,65,21,100,M,2009
6/22/2015,$4.50,1.58,81.71,80.58,17.04,20.14,79,80,63,F,2011
2/22/2015,$8.68,27.16,83.21,83.86,30.39,59.58,10,42,34,M,2012
11/10/2018,$7.48,8.2,4.48,92.85,38.36,45.98,26,8,92,F,2010
10/13/2019,$0.05,34.5,67.0,27.09,64.71,41.85,61,9,33,F,2009
12/26/2016,$8.27,75.55,75.27,67.0,46.59,46.26,81,16,1,M,2004
10/29/2019,$9.37,21.5,16.07,82.34,53.92,14.82,19,90,19,F,2007
8/15/2018,$5.83,96.57,39.02,64.56,72.75,5.73,98,91,1,F,2003
5/26/2016,$3.68,24.09,19.28,31.1,34.95,60.28,93,20,77,F,1985
3/25/2019,$6.96,80.65,54.79,41.85,56.32,18.81,26,39,31,F,2010
1/20/2019,$9.38,10.62,84.21,40.36,14.07,13.14,17,46,96,F,2001
5/6/2020,$5.15,43.32,93.37,1.97,52.23,67.96,38,93,17,F,1991
6/14/2017,$9.32,61.52,14.91,16.18,93.48,85.73,61,30,57,F,1997
6/4/2016,$7.21,42.22,40.93,9.03,27.33,97.14,22,67,35,M,1998
11/23/2018,$9.12,93.62,53.97,9.08,70.07,62.09,98,13,5,F,2010
5/16/2019,$1.15,85.49,61.38,25.96,97.81,87.43,33,32,22,F,1985
3/2/2018,$5.22,66.7,19.38,95.82,14.53,45.78,67,74,16,F,1978
1/18/2018,$3.48,53.76,72.94,97.76,3.64,64.14,46,69,90,F,1993
4/24/2016,$2.96,46.61,71.92,11.75,38.7,92.62,43,7,38,M,2011
4/13/2017,$8.41,58.37,34.91,59.31,6.65,22.19,76,91,58,F,2002
7/2/2017,$1.33,34.23,19.99,63.04,66.63,53.5,4,1,87,F,1995
4/6/2015,$1.26,8.93,73.17,81.1,35.19,83.29,73,84,11,F,1997
8/10/2019,$6.83,10.71,54.5,14.05,48.73,17.31,10,55,21,F,2002
7/21/2015,$6.88,46.06,89.41,52.04,3.9,96.16,32,20,63,F,2005
2/7/2015,$5.78,13.96,23.86,99.7,68.52,77.91,36,63,24,F,2009
7/30/2019,$6.11,37.96,75.11,69.01,29.77,4.34,3,58,81,F,2002
2/28/2018,$3.68,83.45,56.01,58.93,57.67,54.97,20,58,90,F,1994
12/7/2017,$7.72,53.1,58.83,63.84,7.49,25.12,86,99,70,F,2001
5/9/2019,$1.93,18.79,26.16,98.73,3.06,81.97,33,96,12,F,2003
8/6/2019,$6.15,28.28,33.22,15.07,1.67,85.18,91,11,43,F,2004
4/1/2020,$3.87,10.06,7.93,27.17,9.91,83.32,4,60,87,M,2008
11/24/2018,$4.68,64.3,92.85,7.28,54.07,4.07,43,26,7,F,2007
5/15/2018,$6.13,38.58,29.29,38.08,58.96,91.04,43,47,4,M,2007
7/23/2017,$7.56,59.72,98.65,59.98,94.36,43.13,12,88,71,F,2009
11/24/2017,$1.11,85.3,63.56,52.03,25.95,65.06,30,14,40,M,2006
2/15/2016,$5.10,96.9,25.56,28.52,8.0,64.74,39,56,35,M,2001
5/16/2017,$9.86,80.67,84.67,50.84,46.76,98.12,50,46,94,M,1968
4/6/2020,$7.52,58.56,85.82,52.82,90.32,3.06,47,23,68,F,2001
1/21/2016,$5.98,52.21,14.57,94.86,28.63,18.31,100,9,85,M,1963
8/26/2015,$4.78,5.52,59.91,33.01,50.9,37.35,39,92,64,F,1996
2/23/2020,$7.83,3.68,63.15,54.22,65.42,70.41,83,50,8,M,2004
9/1/2019,$7.53,67.58,82.08,84.35,63.01,28.28,94,97,20,M,2012
5/19/2016,$7.08,9.37,9.87,54.11,32.79,32.28,20,12,8,F,2004
7/31/2016,$6.12,26.26,49.1,80.46,51.79,53.93,18,62,28,F,1967
8/4/2016,$7.00,85.45,61.2,91.14,30.36,30.87,88,35,36,F,2006
12/12/2015,$4.41,93.95,43.89,78.45,31.33,32.87,9,56,66,F,2002
12/23/2016,$1.27,67.29,72.8,45.8,52.85,69.82,43,60,52,F,1994
2/7/2016,$7.94,64.36,98.88,38.33,52.19,75.03,39,59,40,F,1994
4/9/2018,$2.89,73.36,72.07,62.45,33.57,66.55,45,91,94,M,2004
7/11/2015,$9.95,24.29,8.8,40.87,37.79,15.97,67,14,78,F,2003
8/28/2018,$1.54,51.89,37.57,97.44,91.34,14.92,3,68,33,M,2005
1/20/2019,$9.31,82.07,28.74,10.58,40.72,56.58,82,53,66,F,1996
3/29/2017,$4.55,26.74,37.31,28.25,4.51,53.28,55,69,7,F,1990
9/18/2018,$8.48,88.43,35.22,92.59,37.07,12.42,98,27,62,F,1992
11/28/2017,$2.97,68.27,9.26,73.17,51.55,5.79,36,59,18,M,1985
9/26/2016,$7.38,94.57,79.56,64.25,64.42,41.98,25,36,87,M,1997
3/7/2017,$0.91,45.7,36.31,52.67,93.68,45.84,22,28,23,M,2006
10/8/2015,$9.26,15.75,1.95,45.56,87.1,24.07,66,74,17,M,1993
3/7/2015,$5.67,29.13,50.79,86.44,61.99,30.82,14,39,18,M,2007
2/20/2020,$9.74,97.29,86.1,54.92,46.41,29.89,51,26,75,F,2009
8/26/2019,$3.43,42.11,43.4,86.38,79.79,63.45,74,85,46,M,1992
6/11/2015,$1.31,55.36,64.64,80.41,67.25,49.08,32,62,65,F,2004
1/16/2015,$5.75,70.5,99.16,5.41,76.28,64.24,40,63,92,M,2001
3/18/2020,$4.42,40.29,63.41,29.57,72.21,50.07,13,73,60,F,2012
12/15/2018,$8.24,10.24,65.01,97.07,37.71,99.12,19,29,2,F,1994
6/26/2019,$9.17,55.87,90.99,90.85,25.75,37.88,52,40,62,F,2008
12/25/2019,$2.60,29.69,65.66,81.22,61.71,40.08,8,10,20,F,2006
12/31/2016,$5.84,16.72,12.67,17.77,32.83,29.43,7,54,70,M,2006
5/1/2020,$9.32,65.37,51.86,40.29,60.69,32.07,76,45,11,M,2003
5/10/2017,$8.39,26.51,27.07,46.49,16.13,38.23,84,38,58,F,2008
1/14/2018,$8.57,9.64,75.24,83.98,59.5,19.92,85,27,30,F,1992
2/14/2020,$8.86,59.72,94.87,67.33,37.73,11.78,39,88,41,F,2007
1/18/2017,$4.75,62.2,39.58,19.6,37.5,16.3,58,20,30,M,2004
8/6/2019,$1.34,83.75,92.23,71.66,75.74,82.43,19,94,36,M,2003
7/17/2018,$4.70,62.76,70.57,28.51,76.02,5.47,16,9,57,M,2006
12/9/2016,$6.25,20.98,77.41,77.55,61.08,68.68,55,83,51,M,1993
8/25/2018,$5.39,17.93,50.97,75.61,37.19,66.6,2,77,87,M,1989
9/12/2015,$1.39,74.46,21.04,17.3,99.78,69.87,56,59,43,M,2006
5/17/2019,$5.50,28.87,35.65,30.3,42.06,67.72,70,81,40,F,1992
3/14/2016,$2.71,35.72,91.4,3.94,36.82,84.26,10,53,80,M,2010
4/14/2017,$0.43,15.33,11.35,56.79,43.88,55.75,98,41,69,M,1996
1/19/2016,$1.77,56.55,48.06,61.59,98.13,28.74,18,7,52,F,1998
11/24/2017,$8.07,97.02,37.66,45.37,67.59,40.09,87,71,76,F,1999
9/20/2017,$7.95,52.65,85.72,60.79,54.25,82.07,18,60,26,M,1977
11/9/2017,$4.19,87.3,49.2,30.28,61.51,36.24,20,40,82,M,2000
5/16/2016,$1.65,78.19,88.82,60.08,71.6,13.04,33,16,5,F,2009
12/21/2018,$0.21,8.07,54.48,66.26,43.75,23.33,43,14,45,F,2011
7/13/2018,$8.08,54.12,77.41,3.8,52.85,39.73,66,70,3,F,2003
5/2/2016,$8.16,99.36,86.2,88.83,73.22,66.69,77,64,25,M,2005
10/3/2018,$5.22,52.74,14.65,21.52,34.74,65.98,17,59,88,F,2001
9/5/2017,$3.22,34.62,10.02,57.71,28.77,35.11,47,21,34,F,2007
11/1/2017,$0.32,43.77,80.79,89.61,67.18,54.48,50,23,66,F,2004
7/21/2016,$4.78,73.59,67.92,40.04,39.19,68.46,82,46,66,F,2007
8/18/2019,$5.13,18.37,39.44,58.3,94.02,57.91,5,22,39,F,2012
8/26/2019,$7.77,61.29,54.98,69.19,11.54,51.6,69,71,34,F,1993
3/11/2017,$2.23,13.8,78.64,41.57,42.61,53.14,61,55,57,F,2009
3/15/2019,$1.57,86.74,76.96,16.3,88.63,69.1,71,50,59,F,1996
3/20/2019,$7.60,65.05,1.12,87.39,34.08,58.18,21,69,85,M,1999
12/2/2019,$4.74,45.56,20.48,43.75,66.91,59.28,22,52,45,M,2001
11/18/2017,$2.79,40.56,69.14,16.85,92.47,15.12,30,1,9,F,2002
3/8/2019,$1.70,29.68,77.11,17.53,98.54,44.51,83,79,19,M,2004
6/15/2015,$4.59,11.78,83.03,61.4,40.86,93.68,47,76,67,F,2012
9/26/2017,$5.44,8.88,92.73,26.39,58.71,11.93,34,92,72,F,2011
6/5/2017,$3.70,14.87,99.34,71.22,47.41,33.25,8,50,73,F,1995
12/11/2015,$4.25,22.2,25.23,12.88,54.21,95.91,69,95,85,F,1985
4/17/2016,$4.44,70.76,29.33,1.47,83.5,4.25,80,37,2,M,2010
8/26/2018,$5.77,99.13,44.19,2.41,64.84,9.86,34,8,21,M,1967
5/21/2016,$9.07,80.68,13.44,88.94,56.06,22.74,14,62,10,M,2010
9/26/2019,$1.84,70.5,53.76,70.16,35.58,39.72,4,61,46,F,2010
11/21/2016,$1.94,55.55,21.4,82.39,84.81,53.41,14,30,26,F,1988
4/7/2017,$8.65,63.45,96.96,50.58,88.86,5.51,54,100,7,F,2003
1/16/2018,$6.24,71.3,39.09,27.96,28.0,15.72,97,44,68,M,1998
7/16/2017,$7.95,48.79,33.34,15.07,98.35,37.83,3,18,90,F,1994
4/11/2019,$6.40,29.3,24.78,21.76,63.19,74.41,69,15,34,M,2009
6/18/2018,$1.66,52.89,80.45,51.63,95.83,86.6,81,63,79,M,2009
6/6/2017,$0.06,41.67,19.48,79.55,55.5,89.83,25,17,100,F,2007
11/22/2015,$4.09,81.17,30.9,71.7,90.81,83.55,64,27,9,F,1999
12/8/2015,$6.74,40.32,55.97,80.6,26.55,23.59,73,9,77,F,1999
5/15/2019,$0.80,99.29,41.71,53.72,53.69,78.85,48,43,55,M,2001
8/10/2016,$7.83,62.87,77.42,46.44,89.5,90.56,71,38,33,F,2008
6/24/2017,$2.65,97.79,21.27,54.67,60.49,92.73,63,14,58,M,1997
6/15/2017,$4.25,31.15,36.92,76.03,8.31,97.42,77,61,35,M,2003
7/5/2015,$9.28,84.95,50.67,84.91,87.22,87.84,63,70,99,M,2003
4/18/2015,$9.04,52.48,24.52,74.43,27.45,77.87,90,13,10,M,1992
6/15/2015,$7.15,5.16,86.86,95.13,85.67,45.35,53,5,6,M,2012
3/30/2020,$0.77,38.32,18.65,79.28,1.77,14.47,63,5,8,F,1996
5/25/2018,$9.13,42.83,80.57,39.74,84.08,18.8,64,71,31,F,1986
1/13/2020,$2.24,50.09,66.2,27.76,86.39,48.89,9,22,73,M,2006
2/25/2015,$4.35,6.69,90.44,83.3,51.53,14.43,65,88,100,M,2011
3/17/2018,$6.40,53.85,61.45,83.55,51.98,19.89,47,29,42,F,2008
2/23/2019,$1.60,70.21,30.36,3.53,69.99,33.63,43,99,51,F,1992
10/31/2016,$9.89,22.22,47.02,55.75,61.24,61.36,16,29,42,M,2001
6/19/2018,$6.87,30.38,7.12,44.43,4.49,51.68,53,2,27,M,1989
5/19/2015,$4.11,53.5,93.39,95.95,58.1,73.07,40,11,13,M,2011
7/3/2015,$7.44,19.61,61.33,57.87,63.05,98.7,40,82,48,M,2009
9/18/2015,$5.06,33.02,35.1,59.43,44.46,71.91,10,92,81,M,1994
8/30/2016,$9.77,53.74,45.33,62.04,9.04,76.35,28,71,99,M,2007
3/25/2019,$4.83,15.46,72.82,31.74,68.34,99.82,85,80,62,M,2011
6/10/2018,$7.31,57.21,59.73,29.28,71.28,96.31,80,48,61,M,1993
2/27/2016,$8.12,41.93,13.16,89.31,44.67,3.43,33,1,44,M,2004
11/15/2017,$2.95,85.9,84.28,89.5,53.38,99.42,15,66,24,M,2000
10/31/2018,$3.12,26.63,54.94,55.08,75.47,67.45,99,79,17,M,1999
4/13/2019,$0.18,16.39,63.0,93.05,40.54,51.09,25,76,54,M,2010
10/1/2015,$8.92,13.83,33.66,58.59,21.24,77.52,37,48,70,M,1997
6/17/2019,$6.98,36.21,2.43,78.38,16.04,70.47,20,77,61,M,2009
2/18/2017,$4.31,34.25,34.62,14.79,71.29,86.35,10,60,82,M,2006
4/9/2015,$5.90,29.16,66.59,94.72,10.29,80.64,80,48,76,M,2004
6/16/2017,$6.85,27.27,4.71,54.99,17.34,3.1,43,2,3,M,1984
3/25/2015,$9.95,70.46,89.54,24.01,59.98,60.49,52,80,56,M,2011
2/21/2015,$4.98,18.53,32.69,79.71,48.89,87.7,22,9,33,M,1999
1/15/2018,$2.12,73.65,18.77,16.73,88.76,53.89,53,54,25,F,2012
2/14/2020,$6.45,97.22,48.59,72.82,29.91,17.82,66,72,23,F,1997
12/22/2015,$7.84,60.79,24.84,75.13,59.11,96.67,41,77,93,F,1984
10/17/2016,$7.64,11.64,88.34,71.57,25.26,57.21,26,98,11,F,2006
1/4/2020,$3.27,3.53,95.75,1.78,14.0,9.91,64,79,32,F,1993
7/29/2015,$6.71,76.48,51.84,30.12,4.9,14.65,79,85,38,M,1994
8/25/2019,$9.26,83.01,5.08,16.5,41.63,80.41,63,18,83,M,1997
8/31/2017,$4.36,4.61,89.29,31.82,34.52,30.89,23,17,94,F,2005
3/12/2015,$7.70,48.9,28.48,92.15,30.62,32.1,64,10,5,M,2003
7/25/2018,$6.72,97.96,83.93,94.27,3.36,35.95,22,38,65,M,1979
5/2/2020,$8.48,12.11,9.3,38.04,84.44,51.46,45,94,89,M,2005
5/17/2017,$0.70,94.08,33.19,64.05,4.12,31.63,5,8,31,M,2012
10/13/2017,$8.00,91.33,22.32,25.79,10.07,79.15,90,71,36,F,1997
1/24/2016,$0.36,64.83,62.72,33.3,45.9,36.59,61,99,4,M,2002
8/27/2017,$7.47,46.79,22.21,61.61,55.44,44.28,70,18,54,M,1998
10/6/2017,$6.61,98.73,98.31,83.37,64.54,30.3,53,79,70,M,1992
4/3/2015,$9.40,62.83,63.64,46.6,65.36,18.16,57,39,8,F,2013
11/26/2016,$6.68,7.34,55.78,47.94,44.34,34.08,25,62,46,M,2011
4/19/2016,$6.34,65.39,27.37,82.08,79.46,62.96,43,31,76,M,2005
1/4/2015,$0.01,98.27,19.34,65.48,53.2,20.04,73,23,74,F,2009
3/3/2019,$1.13,48.63,79.86,88.95,95.52,36.98,53,54,95,M,2000
6/10/2018,$9.94,15.53,48.01,45.79,3.85,31.33,10,8,68,M,1998
3/29/2016,$3.02,79.15,14.17,46.75,26.23,25.41,28,40,74,F,2012
8/21/2015,$5.10,70.15,78.35,85.19,65.28,65.3,51,35,55,M,1995
4/22/2016,$6.25,57.15,87.18,56.83,6.53,19.04,92,23,64,F,2009
7/24/2018,$2.73,7.18,83.75,86.92,4.66,87.94,42,74,95,F,1994
9/30/2018,$3.06,19.95,36.91,38.9,8.91,95.87,97,46,24,F,2003
9/13/2016,$6.84,28.72,46.02,77.24,6.52,15.06,42,4,98,F,1995
4/24/2016,$7.54,42.23,60.14,35.64,52.69,90.77,23,37,82,F,2004
7/14/2019,$9.91,75.11,5.06,48.77,72.31,64.92,13,54,78,M,1962
8/26/2016,$5.14,81.48,87.3,91.77,80.86,67.19,61,24,11,M,2010
12/15/2016,$4.81,94.29,33.6,32.19,17.24,38.3,86,13,98,M,2006
2/2/2017,$3.69,61.89,88.9,90.65,45.55,77.66,92,69,33,F,2010
11/18/2019,$7.42,16.07,26.77,42.87,26.29,10.8,18,66,8,F,2001
11/13/2015,$3.49,39.18,17.79,70.89,13.49,62.56,39,99,95,F,1985
1/18/2019,$6.97,6.62,40.05,92.12,91.42,15.14,44,27,78,M,2003
5/9/2018,$5.36,16.13,90.21,5.92,10.72,66.16,22,51,42,M,2007
5/16/2017,$4.12,79.64,36.51,33.81,58.76,24.2,56,8,35,M,1996
10/19/2019,$9.39,96.82,55.22,73.52,83.51,70.38,12,75,42,M,2000
12/13/2015,$5.91,61.98,42.12,23.65,38.94,14.06,55,35,40,M,2003
12/5/2016,$2.31,85.46,86.35,15.61,8.28,86.91,83,1,59,F,2008
8/9/2015,$7.71,78.92,84.16,53.77,11.45,87.54,37,53,95,M,2009
1/23/2018,$2.04,20.94,83.24,75.02,93.33,48.15,39,27,57,M,1998
11/21/2016,$8.50,40.5,3.5,86.42,94.6,81.0,1,62,90,F,2007
10/2/2015,$0.06,44.88,30.12,88.04,46.09,37.96,49,52,82,F,1990
10/13/2017,$1.99,77.35,65.99,94.35,53.34,37.55,54,38,80,F,2008
6/18/2016,$5.73,77.43,40.26,51.29,54.03,53.39,85,59,73,M,1994
3/4/2020,$4.47,67.44,8.9,19.88,23.88,20.71,9,91,3,M,2001
12/12/2018,$7.51,40.61,93.09,70.43,55.78,29.36,56,77,63,F,2008
3/16/2020,$1.37,44.96,81.93,81.86,99.22,90.44,19,8,54,F,2003
3/12/2017,$1.18,64.02,7.07,70.26,23.41,6.91,52,17,98,M,2005
5/15/2019,$2.60,13.23,97.28,8.17,98.37,95.14,43,90,15,M,2007
7/22/2018,$1.26,62.5,98.3,80.49,2.55,7.36,78,39,83,F,1992
8/2/2015,$9.15,60.78,68.21,13.89,2.2,97.11,60,51,35,F,2007
6/4/2018,$4.19,65.29,69.16,90.95,13.6,20.14,15,48,50,F,2004
9/16/2018,$0.09,24.04,78.79,70.3,79.7,74.32,73,72,37,F,1994
2/12/2015,$6.54,89.34,33.07,11.92,22.82,39.53,63,89,15,F,1986
1/9/2016,$2.66,1.92,56.77,31.82,62.19,94.81,24,12,36,F,1995
12/20/2018,$3.46,9.73,68.9,26.57,46.27,79.01,29,66,93,F,2010
3/31/2017,$7.58,89.9,36.83,86.07,89.78,12.38,34,28,54,M,2010
9/3/2016,$2.30,33.97,44.67,94.08,17.09,51.03,49,35,37,M,2012
4/14/2017,$1.19,33.08,67.19,8.26,15.44,82.72,65,45,57,F,2010
5/3/2018,$2.13,21.38,49.3,60.53,95.95,53.6,96,48,32,F,1987
8/12/2015,$6.77,30.55,54.01,22.12,3.94,16.2,32,49,55,F,1999
6/6/2017,$1.40,65.74,40.46,30.41,13.85,41.47,19,21,44,F,2011
4/8/2018,$8.04,90.68,45.85,18.72,98.97,74.1,33,12,38,M,1996
4/1/2017,$0.39,31.13,86.09,45.45,80.6,28.36,42,52,25,F,1986
8/17/2016,$2.39,94.77,50.9,36.29,48.78,90.75,25,32,30,M,1961
5/14/2020,$4.18,56.91,22.02,12.58,5.44,61.99,92,74,71,F,1990
5/9/2019,$2.70,8.59,29.51,4.55,61.44,89.83,99,87,48,F,2012
5/11/2019,$2.20,42.08,82.9,15.81,31.91,70.73,9,2,53,F,2005
7/20/2015,$9.84,51.38,47.44,60.94,84.19,64.08,49,95,81,M,2011
3/1/2019,$5.78,7.39,17.8,83.19,97.23,84.34,23,37,41,F,2002
4/18/2020,$1.39,35.56,68.93,79.58,41.02,85.08,72,53,96,F,2003
1/1/2018,$8.95,65.02,20.41,5.51,35.95,68.6,16,61,67,F,1998
4/13/2018,$7.96,40.05,78.0,99.44,94.79,80.61,1,45,71,F,2012
7/14/2019,$3.69,92.89,40.33,10.12,22.62,90.57,20,97,57,M,2003
6/17/2019,$2.60,20.57,56.25,87.48,31.49,42.04,65,96,48,M,1993
8/9/2015,$9.25,59.59,69.17,77.35,47.17,92.73,56,21,92,F,2009
10/21/2019,$3.87,60.88,99.24,98.67,18.89,18.56,23,50,15,M,1998
9/5/2018,$7.97,96.4,82.89,83.9,20.65,81.05,29,9,93,F,2012
4/21/2017,$3.67,8.48,68.63,85.05,13.63,46.1,95,64,40,M,2009
9/13/2016,$6.33,10.29,82.54,6.56,46.04,50.32,15,33,43,F,1995
11/10/2018,$1.01,86.53,45.78,78.28,90.87,47.91,54,46,87,F,2004
1/2/2018,$6.84,64.79,42.67,77.35,75.61,44.62,58,19,60,M,1999
5/3/2020,$2.66,97.01,64.41,50.98,99.34,56.56,87,77,71,M,2008
11/21/2015,$2.83,51.25,76.0,47.33,63.53,40.82,37,75,6,F,1978
2/25/2018,$1.29,18.56,55.09,1.66,77.81,53.22,90,45,51,F,1992
4/2/2019,$3.84,8.77,3.02,72.37,21.6,70.53,61,42,54,F,1995
2/1/2017,$2.07,14.57,42.88,12.49,60.81,86.26,48,30,54,M,2005
11/27/2016,$0.32,55.8,21.59,30.92,11.26,91.32,79,9,44,F,1992
6/30/2017,$8.89,97.65,25.8,7.74,73.23,77.2,91,24,66,M,2004
11/18/2017,$5.59,69.59,60.76,12.64,67.63,31.24,65,34,100,F,2010
8/16/2015,$5.63,58.46,30.24,18.93,20.04,77.22,22,46,84,F,1999
2/8/2018,$9.20,39.67,40.47,76.82,5.13,78.01,15,80,62,F,2006
8/30/2016,$2.78,93.27,66.87,27.26,21.47,61.11,91,28,78,M,2007
8/19/2019,$1.44,24.9,46.73,55.9,31.07,28.23,66,16,25,F,2011
1/1/2016,$8.21,45.47,59.55,55.99,86.61,5.64,90,9,7,M,2012
9/10/2019,$7.60,54.56,44.72,90.61,19.77,78.87,71,96,85,F,1995
8/23/2018,$1.21,26.53,30.99,72.2,8.6,43.42,48,59,26,M,1986
7/11/2015,$1.50,3.45,25.09,94.29,51.24,76.28,22,59,54,F,1996
10/31/2015,$1.41,38.91,5.91,96.64,67.5,34.75,95,58,66,M,2007
9/5/2016,$2.21,96.72,16.41,71.53,20.42,25.54,11,51,46,M,1999
11/10/2018,$0.69,12.9,9.31,86.53,28.82,19.63,70,49,3,F,2009
5/9/2016,$2.24,55.62,84.4,87.46,55.34,79.49,63,81,19,F,1995
1/27/2016,$8.11,97.14,60.47,96.59,22.09,10.51,78,18,32,F,2005
4/7/2019,$1.27,20.58,88.81,54.55,79.62,63.9,86,55,71,F,2004
4/27/2020,$2.11,47.19,95.09,13.61,37.28,57.86,33,69,42,M,2011
11/20/2019,$2.30,2.88,36.0,64.79,35.28,27.25,95,62,77,F,1995
3/30/2016,$8.58,30.62,19.32,67.6,78.85,93.59,98,57,1,F,2005
12/20/2016,$4.04,89.22,21.4,35.03,20.03,71.75,2,1,28,M,1997
5/16/2019,$1.68,7.63,93.3,40.63,62.23,13.19,80,34,96,M,1994
6/18/2015,$1.39,17.55,90.44,67.35,69.78,11.2,3,85,34,M,1997
9/23/2019,$8.38,52.33,54.16,1.61,71.21,47.51,58,20,58,F,2001
7/29/2016,$0.32,91.42,21.52,78.95,33.92,51.01,60,89,66,F,1999
2/5/2017,$2.57,51.71,52.03,81.78,70.33,89.92,54,88,1,M,2012
5/3/2015,$9.77,48.92,26.44,11.0,77.67,4.98,18,86,18,M,2001
5/7/2019,$0.19,63.12,59.05,43.13,29.92,24.32,36,84,92,F,1985
9/9/2017,$3.74,64.7,3.5,79.24,44.93,66.92,31,30,41,F,2010
6/27/2019,$5.93,92.63,77.82,15.93,78.58,68.62,92,87,82,F,2007
4/8/2016,$7.32,53.9,37.09,95.09,5.85,38.76,51,38,98,M,2000
7/26/2017,$7.91,76.03,8.68,22.25,56.72,27.23,100,21,12,M,2006
11/21/2017,$2.38,89.26,63.51,85.09,25.19,51.35,10,44,29,F,2009
10/11/2018,$3.57,23.94,43.51,96.73,38.67,69.04,31,4,85,M,1997
3/7/2016,$4.10,37.53,57.52,10.16,58.4,7.34,43,99,1,F,2011
3/1/2020,$4.30,39.17,5.01,85.77,2.64,97.18,35,39,18,M,2004
6/30/2018,$1.67,36.22,47.57,97.81,48.71,27.24,41,86,92,F,2004
