average_price,4046,4225,4770,type,geography
1.75,11601.99,218427.65,135.11,conventional,Hartford/Springfield
2.62,89.07,4953.62,13.7,organic,Hartford/Springfield
0.89,627610.5,201534.03,5451.76,conventional,Houston
1.02,12374.58,31.98,0.0,organic,Houston
0.98,11584.14,72043.56,1097.13,conventional,Indianapolis
0.84,100.36,1100.69,0.0,organic,Indianapolis
1.43,119698.07,15932.56,121.45,conventional,Jacksonville
2.12,984.87,251.09,3.66,organic,Jacksonville
0.99,158132.02,51454.31,6562.63,conventional,Las Vegas
1.74,2058.67,2749.59,0.0,organic,Las Vegas
0.99,1280363.31,415143.16,96489.25,conventional,Los Angeles
1.35,11619.31,25530.21,0.0,organic,Los Angeles
1.04,2251.92,46391.41,159.38,conventional,Louisville
1.0,0.0,1633.09,0.0,organic,Louisville
1.48,447672.96,88004.23,340.96,conventional,Miami/Ft. Lauderdale
1.89,837.58,250.77,0.0,organic,Miami/Ft. Lauderdale
1.13,107489.08,23109.92,141.95,conventional,Nashville
1.15,380.62,3321.97,0.0,organic,Nashville
1.32,187011.15,31940.35,188.0,conventional,New Orleans/Mobile
2.19,399.62,5.92,0.0,organic,New Orleans/Mobile
1.74,54293.79,753430.43,3000.9,conventional,New York
2.39,9032.28,33481.66,685.11,organic,New York
1.41,246114.25,41215.61,61.99,conventional,Orlando
1.97,1583.21,333.85,0.0,organic,Orlando
1.73,38042.56,205769.8,620.68,conventional,Philadelphia
2.24,2738.47,6522.48,41.75,organic,Philadelphia
0.68,786718.62,187402.03,14150.63,conventional,Phoenix/Tucson
1.94,3437.29,3283.35,0.0,organic,Phoenix/Tucson
1.33,51973.42,29897.94,1738.43,conventional,Pittsburgh
1.57,261.56,0.0,0.0,organic,Pittsburgh
1.0,128990.56,168571.5,18215.43,conventional,Portland
1.28,6406.86,4677.44,10.02,organic,Portland
1.3,77343.65,110902.92,7279.01,conventional,Raleigh/Greensboro
2.03,296.11,5183.19,293.94,organic,Raleigh/Greensboro
1.31,63325.16,101559.72,2489.11,conventional,Richmond/Norfolk
1.56,666.26,4779.4,149.16,organic,Richmond/Norfolk
1.16,31085.3,50163.3,93.77,conventional,Roanoke
1.35,279.3,3013.37,0.0,organic,Roanoke
1.55,164987.61,210729.68,9745.09,conventional,Sacramento
2.5,2177.24,3527.98,0.0,organic,Sacramento
1.17,177782.46,134393.24,19857.93,conventional,San Diego
2.06,1163.03,8506.74,1.59,organic,San Diego
1.8,181965.02,318250.06,14342.68,conventional,San Francisco
2.77,10768.91,11690.84,4.37,organic,San Francisco
1.21,105557.41,169870.98,835.35,conventional,Seattle
1.6,1631.85,14860.39,0.0,organic,Seattle
1.3,189016.02,79763.1,2567.22,conventional,South Carolina
1.61,567.58,4048.33,139.47,organic,South Carolina
1.16,16949.7,27300.24,62.41,conventional,Spokane
1.45,231.58,1649.99,0.0,organic,Spokane
1.32,76191.65,15824.35,224.01,conventional,St. Louis
2.05,2393.62,2139.09,12.2,organic,St. Louis
1.66,1072.14,42974.8,113.4,conventional,Syracuse
2.37,0.0,164.45,0.0,organic,Syracuse
1.42,258974.89,51596.53,84.47,conventional,Tampa
1.86,933.06,206.39,0.0,organic,Tampa
0.83,638208.69,88563.14,10519.07,conventional,West Tex/New Mexico
1.66,3042.11,3588.46,0.0,organic,West Tex/New Mexico
1.58,2454.01,82154.43,723.07,conventional,Albany
2.03,366.52,266.88,0.0,organic,Albany
1.2,269328.71,49177.93,145.33,conventional,Atlanta
1.49,852.47,9300.22,0.0,organic,Atlanta
1.67,62875.95,462835.5,6444.29,conventional,Baltimore/Washington
2.2,963.89,11778.12,141.79,organic,Baltimore/Washington
1.21,40471.78,3263.11,8414.51,conventional,Boise
1.55,48.02,744.9,0.0,organic,Boise
1.66,5379.22,452146.49,3286.69,conventional,Boston
2.12,16.6,1617.23,0.0,organic,Boston
1.5,2124.28,82873.3,101.12,conventional,Buffalo/Rochester
2.54,28.33,544.31,0.0,organic,Buffalo/Rochester
1.2,2691571.96,1650089.15,191313.38,conventional,California
1.78,32417.62,60616.15,0.0,organic,California
1.43,45497.3,78803.31,6332.43,conventional,Charlotte
2.03,79.72,4880.33,337.19,organic,Charlotte
1.53,68578.06,549159.54,138493.75,conventional,Chicago
1.98,47.8,34824.05,0.0,organic,Chicago
1.09,4452.82,110401.61,2143.52,conventional,Cincinnati/Dayton
1.55,342.79,8331.42,0.0,organic,Cincinnati/Dayton
0.81,115493.41,35647.1,2235.93,conventional,Columbus
1.14,463.9,2943.06,0.0,organic,Columbus
0.9,734956.89,307811.08,4290.6,conventional,Dallas/Ft. Worth
1.44,9426.95,1997.32,0.0,organic,Dallas/Ft. Worth
1.14,185315.8,198308.54,19386.07,conventional,Denver
1.25,8640.24,2043.28,54.52,organic,Denver
0.85,127581.26,129555.86,35982.95,conventional,Detroit
1.51,595.05,4884.46,0.0,organic,Detroit
1.29,2180.87,96015.63,81813.26,conventional,Grand Rapids
2.62,18.58,1057.49,0.0,organic,Grand Rapids
1.5,45186.48,131057.91,86.44,conventional,Harrisburg/Scranton
2.09,1032.72,569.08,18.3,organic,Harrisburg/Scranton
1.79,5734.57,195637.72,124.6,conventional,Hartford/Springfield
2.14,549.98,14022.37,6.86,organic,Hartford/Springfield
0.77,583952.66,412002.26,7010.41,conventional,Houston
1.03,9790.57,82.0,0.0,organic,Houston
1.03,11623.93,96522.44,1944.09,conventional,Indianapolis
1.27,135.37,1892.44,0.0,organic,Indianapolis
1.45,94578.34,12992.82,90.39,conventional,Jacksonville
2.23,551.12,2353.13,2.42,organic,Jacksonville
1.01,133507.85,55577.57,6723.34,conventional,Las Vegas
1.76,1706.85,3322.38,0.0,organic,Las Vegas
0.99,1581223.4,480083.42,93204.86,conventional,Los Angeles
1.37,11413.1,24268.07,0.0,organic,Los Angeles
1.06,2581.61,49620.17,541.77,conventional,Louisville
1.19,0.0,1421.83,0.0,organic,Louisville
1.52,311873.22,66760.95,105.13,conventional,Miami/Ft. Lauderdale
1.88,304.94,1510.72,0.0,organic,Miami/Ft. Lauderdale
1.0,108420.61,33689.09,143.44,conventional,Nashville
1.16,146.66,3631.53,0.0,organic,Nashville
1.29,177973.04,25893.61,157.0,conventional,New Orleans/Mobile
2.32,103.46,679.9,0.0,organic,New Orleans/Mobile
1.82,55732.76,765117.64,3600.65,conventional,New York
1.91,32342.06,94247.03,277.54,organic,New York
1.4,215668.41,32674.49,115.97,conventional,Orlando
2.15,768.44,3446.35,0.0,organic,Orlando
1.75,41177.89,219693.6,586.19,conventional,Philadelphia
1.89,8254.77,14019.73,11.83,organic,Philadelphia
0.7,592933.2,295319.97,12531.08,conventional,Phoenix/Tucson
1.97,3206.8,3475.47,0.0,organic,Phoenix/Tucson
1.29,47857.66,32486.05,1543.23,conventional,Pittsburgh
1.56,225.97,110.98,0.0,organic,Pittsburgh
0.97,151651.79,165833.34,15531.89,conventional,Portland
1.77,6068.58,4075.79,8.35,organic,Portland
1.34,63136.38,95583.32,6670.12,conventional,Raleigh/Greensboro
1.91,185.41,5446.58,288.95,organic,Raleigh/Greensboro
1.28,63304.98,98223.11,1955.72,conventional,Richmond/Norfolk
1.78,709.84,4861.94,114.37,organic,Richmond/Norfolk
1.16,30545.71,47417.92,97.56,conventional,Roanoke
1.61,385.86,3385.75,0.0,organic,Roanoke
1.59,164647.72,215644.64,10699.93,conventional,Sacramento
2.48,2609.09,3616.91,0.0,organic,Sacramento
1.1,214632.83,163049.23,19625.98,conventional,San Diego
1.8,1067.68,8361.69,0.0,organic,San Diego
1.77,202024.11,336284.13,16709.19,conventional,San Francisco
2.76,10701.89,10234.08,0.0,organic,San Francisco
1.16,128838.87,170657.09,521.7,conventional,Seattle
1.83,1540.72,14636.84,33.95,organic,Seattle
1.3,159850.81,74051.6,2187.84,conventional,South Carolina
1.72,235.14,5136.73,132.12,organic,South Carolina
1.11,21695.01,28464.58,84.08,conventional,Spokane
1.71,323.22,1545.67,0.0,organic,Spokane
1.3,76343.74,14887.64,140.98,conventional,St. Louis
1.63,797.12,1738.65,10.49,organic,St. Louis
1.54,1407.87,43878.97,350.22,conventional,Syracuse
2.42,0.0,144.6,0.0,organic,Syracuse
1.43,225053.54,42017.04,62.47,conventional,Tampa
2.07,475.83,2787.16,0.0,organic,Tampa
0.87,578248.12,88224.45,10539.38,conventional,West Tex/New Mexico
1.53,2224.67,74282.58,129.85,conventional,Albany
2.13,142.46,295.6,0.0,organic,Albany
1.12,249204.48,46343.42,149.89,conventional,Atlanta
1.31,607.94,7832.9,0.0,organic,Atlanta
1.65,57367.81,446948.93,6496.32,conventional,Baltimore/Washington
2.21,792.09,11005.95,179.93,organic,Baltimore/Washington
1.2,41340.98,3573.62,7667.69,conventional,Boise
2.09,53.4,935.18,0.0,organic,Boise
1.68,5987.76,434222.79,3399.3,conventional,Boston
2.13,12.39,1891.69,0.0,organic,Boston
1.46,1954.58,77254.88,59.58,conventional,Buffalo/Rochester
2.57,15.56,439.88,0.0,organic,Buffalo/Rochester
1.15,2706875.38,1977949.64,191069.11,conventional,California
1.66,23367.89,53252.13,0.0,organic,California
1.33,53140.24,72807.06,5877.63,conventional,Charlotte
1.99,31.85,5152.64,283.56,organic,Charlotte
1.44,132426.14,473567.46,139914.23,conventional,Chicago
1.98,151.52,33077.68,0.0,organic,Chicago
0.8,4289.76,100910.25,1020.95,conventional,Cincinnati/Dayton
1.46,235.62,4991.16,0.0,organic,Cincinnati/Dayton
0.86,100495.93,26548.19,1160.37,conventional,Columbus
1.28,327.31,1745.64,0.0,organic,Columbus
0.89,688781.77,221432.21,2113.52,conventional,Dallas/Ft. Worth
1.33,13719.82,845.15,0.0,organic,Dallas/Ft. Worth
1.17,165523.87,173432.5,20677.83,conventional,Denver
1.17,4521.58,3679.04,27.25,organic,Denver
1.01,96114.24,58116.71,14203.42,conventional,Detroit
1.39,478.09,2992.04,0.0,organic,Detroit
1.74,2010.17,54017.53,29866.67,conventional,Grand Rapids
2.73,7.12,891.16,0.0,organic,Grand Rapids
1.46,40132.56,121032.8,92.67,conventional,Harrisburg/Scranton
2.15,249.04,283.16,21.12,organic,Harrisburg/Scranton
1.68,8658.16,220849.19,134.57,conventional,Hartford/Springfield
2.61,64.48,5815.43,16.46,organic,Hartford/Springfield
0.82,569850.04,285476.88,2928.68,conventional,Houston
1.3,10016.43,33.98,0.0,organic,Houston
1.04,7378.96,72671.18,1002.29,conventional,Indianapolis
1.34,92.84,1210.57,0.0,organic,Indianapolis
1.36,99600.41,16687.42,75.35,conventional,Jacksonville
2.25,512.79,2421.93,0.0,organic,Jacksonville
1.03,130867.46,49034.77,6653.42,conventional,Las Vegas
1.67,1963.82,3093.37,0.0,organic,Las Vegas
0.92,1609002.4,414532.82,90801.1,conventional,Los Angeles
1.37,10376.87,24717.88,0.0,organic,Los Angeles
0.97,2137.42,43420.23,203.5,conventional,Louisville
1.45,0.0,1490.94,0.0,organic,Louisville
1.43,349940.7,66569.13,127.88,conventional,Miami/Ft. Lauderdale
2.02,325.3,1885.23,0.0,organic,Miami/Ft. Lauderdale
0.9,114569.65,47014.32,60.26,conventional,Nashville
1.27,94.3,2957.15,0.0,organic,Nashville
1.3,168867.39,19760.58,104.95,conventional,New Orleans/Mobile
1.91,64.99,472.65,0.0,organic,New Orleans/Mobile
1.47,53675.18,1060721.23,3691.1,conventional,New York
2.36,5993.84,27972.54,1229.15,organic,New York
1.35,230886.33,38375.37,94.56,conventional,Orlando
2.18,780.55,3949.02,0.0,organic,Orlando
1.5,40402.83,268986.4,632.36,conventional,Philadelphia
2.22,1527.5,6647.85,4.84,organic,Philadelphia
0.77,551529.22,184895.41,12891.55,conventional,Phoenix/Tucson
1.94,3115.66,3197.41,0.0,organic,Phoenix/Tucson
1.26,47201.63,29968.8,1660.34,conventional,Pittsburgh
1.54,165.75,0.0,0.0,organic,Pittsburgh
0.96,162934.76,169403.8,19050.31,conventional,Portland
2.34,6207.54,9746.83,3.34,organic,Portland
1.24,92985.13,87499.38,6296.21,conventional,Raleigh/Greensboro
1.95,173.53,5355.82,266.79,organic,Raleigh/Greensboro
1.21,70138.76,97759.86,1913.81,conventional,Richmond/Norfolk
1.64,656.89,5010.34,83.67,organic,Richmond/Norfolk
1.15,28194.39,47197.86,97.07,conventional,Roanoke
1.42,253.77,2759.2,0.0,organic,Roanoke
1.5,166509.01,261622.93,9937.63,conventional,Sacramento
2.37,2005.87,2820.32,0.0,organic,Sacramento
1.05,212203.54,131972.03,19457.18,conventional,San Diego
1.73,975.09,8290.7,0.0,organic,San Diego
1.53,196221.86,568576.84,18879.86,conventional,San Francisco
2.66,5755.58,6914.77,0.0,organic,San Francisco
1.17,129823.78,162186.47,1038.82,conventional,Seattle
2.65,1739.77,21572.4,46.96,organic,Seattle
1.17,190192.84,75673.79,2127.54,conventional,South Carolina
1.67,191.83,5205.01,117.4,organic,South Carolina
1.12,22126.81,27886.74,69.45,conventional,Spokane
2.5,417.32,1868.61,0.0,organic,Spokane
1.31,76172.59,13284.98,121.52,conventional,St. Louis
1.54,67.64,1553.87,5.26,organic,St. Louis
1.48,1578.3,44074.2,113.25,conventional,Syracuse
2.43,1.28,137.32,0.0,organic,Syracuse
1.39,236685.0,45798.6,58.71,conventional,Tampa
2.09,488.9,2780.41,0.0,organic,Tampa
0.85,565529.68,82613.84,8881.62,conventional,West Tex/New Mexico
1.56,2808.47,79968.24,741.19,conventional,Albany
2.03,59.41,278.04,0.0,organic,Albany
1.16,248095.78,56275.22,109.99,conventional,Atlanta
1.53,674.17,9001.27,0.0,organic,Atlanta
1.6,57584.22,397714.06,6602.84,conventional,Baltimore/Washington
2.2,1028.08,12582.81,209.44,organic,Baltimore/Washington
1.17,41134.31,3402.67,8606.69,conventional,Boise
1.92,41.84,1111.25,0.0,organic,Boise
1.67,6572.32,437068.51,4890.2,conventional,Boston
2.13,8.01,1676.54,0.0,organic,Boston
1.34,1954.36,80410.59,105.58,conventional,Buffalo/Rochester
2.57,4.02,473.35,0.0,organic,Buffalo/Rochester
1.28,2527123.67,1942683.02,224121.48,conventional,California
1.73,20969.94,58901.69,9.35,organic,California
1.36,60811.83,76448.74,6627.47,conventional,Charlotte
2.09,46.21,5110.55,372.35,organic,Charlotte
1.45,128743.48,534893.06,149582.02,conventional,Chicago
1.98,88.99,33041.8,0.0,organic,Chicago
0.79,3711.44,101205.94,1278.0,conventional,Cincinnati/Dayton
1.28,201.06,4916.62,0.0,organic,Cincinnati/Dayton
0.85,109297.17,29874.64,1474.73,conventional,Columbus
1.46,477.25,1907.85,0.0,organic,Columbus
0.9,637767.81,287481.13,4000.61,conventional,Dallas/Ft. Worth
1.02,8791.93,475.31,0.0,organic,Dallas/Ft. Worth
1.19,124815.87,182812.48,25202.91,conventional,Denver
1.44,11850.59,2544.28,61.31,organic,Denver
1.22,65065.41,63951.02,42737.51,conventional,Detroit
1.44,435.47,3969.82,0.0,organic,Detroit
1.51,2073.97,71125.6,51887.02,conventional,Grand Rapids
1.97,34.02,4237.33,0.0,organic,Grand Rapids
1.48,40997.57,111399.05,155.12,conventional,Harrisburg/Scranton
2.15,377.25,265.88,35.67,organic,Harrisburg/Scranton
1.76,9173.43,191483.01,549.47,conventional,Hartford/Springfield
2.67,120.76,5069.38,35.68,organic,Hartford/Springfield
0.83,559731.32,240188.7,4720.91,conventional,Houston
1.21,11775.69,189.83,0.0,organic,Houston
1.09,8629.27,78472.44,1678.38,conventional,Indianapolis
1.51,137.4,1251.58,0.0,organic,Indianapolis
1.41,113926.84,18894.24,122.11,conventional,Jacksonville
2.25,435.04,2975.76,3.6,organic,Jacksonville
1.06,129619.03,48964.77,8471.78,conventional,Las Vegas
1.73,1952.02,2930.62,0.0,organic,Las Vegas
1.07,1521073.33,497356.53,104452.24,conventional,Los Angeles
1.46,11056.28,28190.18,0.0,organic,Los Angeles
1.02,2605.69,47985.11,340.48,conventional,Louisville
1.26,0.0,1338.51,0.0,organic,Louisville
1.44,419259.34,76464.05,418.31,conventional,Miami/Ft. Lauderdale
1.92,267.85,1709.97,0.0,organic,Miami/Ft. Lauderdale
0.96,112545.01,39946.64,90.44,conventional,Nashville
1.2,163.03,3207.0,0.0,organic,Nashville
1.27,177146.52,24028.95,64.0,conventional,New Orleans/Mobile
1.89,183.02,838.35,0.0,organic,New Orleans/Mobile
1.72,56685.05,733184.24,3145.41,conventional,New York
2.44,5739.89,25934.55,1805.76,organic,New York
1.4,247137.41,50254.8,190.22,conventional,Orlando
2.17,811.06,4168.04,0.0,organic,Orlando
1.68,38790.35,196153.79,582.2,conventional,Philadelphia
2.33,1162.18,6156.45,7.31,organic,Philadelphia
0.77,551528.3,185311.58,14893.87,conventional,Phoenix/Tucson
2.02,3244.01,3587.62,0.0,organic,Phoenix/Tucson
1.25,50926.04,30335.71,1779.51,conventional,Pittsburgh
1.58,865.57,36.1,0.0,organic,Pittsburgh
0.99,138050.07,193657.22,15389.61,conventional,Portland
1.93,6316.51,10620.11,5.02,organic,Portland
1.22,95259.45,93112.35,6531.77,conventional,Raleigh/Greensboro
2.05,139.69,5019.56,219.17,organic,Raleigh/Greensboro
1.21,71544.84,83589.78,2458.8,conventional,Richmond/Norfolk
1.84,649.11,4909.0,127.57,organic,Richmond/Norfolk
1.13,29008.07,44059.61,88.93,conventional,Roanoke
1.78,212.95,2696.9,0.0,organic,Roanoke
1.55,157249.59,285875.16,12975.27,conventional,Sacramento
2.32,1472.51,2437.84,2.7,organic,Sacramento
1.23,200562.02,165727.23,23222.54,conventional,San Diego
2.0,1108.18,11656.52,0.0,organic,San Diego
1.7,172013.34,420653.86,19625.31,conventional,San Francisco
2.59,4003.36,5495.51,0.0,organic,San Francisco
1.21,125597.17,179521.36,840.48,conventional,Seattle
2.35,1634.38,18664.45,43.0,organic,Seattle
1.28,179977.91,86915.73,2600.47,conventional,South Carolina
1.82,218.66,5553.97,171.9,organic,South Carolina
1.2,19186.14,34732.14,150.14,conventional,Spokane
2.56,305.84,2579.83,0.0,organic,Spokane
1.14,102625.76,9979.67,461.09,conventional,St. Louis
1.55,136.65,2340.64,3.52,organic,St. Louis
1.42,1523.49,47455.14,253.64,conventional,Syracuse
2.44,0.0,263.71,0.0,organic,Syracuse
1.45,258323.53,61821.63,235.54,conventional,Tampa
2.08,451.16,2906.23,0.0,organic,Tampa
0.86,541032.2,87497.9,10276.33,conventional,West Tex/New Mexico
1.59,2454.99,3470.63,0.0,organic,West Tex/New Mexico
1.52,2899.46,81929.02,494.51,conventional,Albany
2.0,38.06,187.9,0.0,organic,Albany
1.19,233475.62,57935.64,442.12,conventional,Atlanta
1.61,564.97,10263.73,0.0,organic,Atlanta
1.64,64096.37,448758.2,6202.11,conventional,Baltimore/Washington
2.26,1270.14,7508.32,197.39,organic,Baltimore/Washington
0.98,47772.28,3135.19,7817.34,conventional,Boise
1.58,60.34,767.31,0.0,organic,Boise
1.69,8735.91,464670.36,3962.9,conventional,Boston
2.17,9.43,1693.69,0.0,organic,Boston
1.31,2075.7,80022.52,55.72,conventional,Buffalo/Rochester
2.55,5.98,393.2,0.0,organic,Buffalo/Rochester
1.28,2634902.26,1818682.87,207945.39,conventional,California
1.62,18593.36,54586.32,4.68,organic,California
1.32,62331.48,70720.4,6490.52,conventional,Charlotte
2.06,5.97,5370.27,348.47,organic,Charlotte
1.54,82890.07,504037.61,168507.26,conventional,Chicago
1.99,101.56,33439.5,0.0,organic,Chicago
1.09,3260.92,95015.46,1259.09,conventional,Cincinnati/Dayton
1.29,172.45,4678.2,0.0,organic,Cincinnati/Dayton
0.95,94170.47,28458.64,1949.27,conventional,Columbus
1.38,584.28,2285.45,0.0,organic,Columbus
0.84,675094.64,287850.86,3155.06,conventional,Dallas/Ft. Worth
1.06,8288.59,577.48,0.0,organic,Dallas/Ft. Worth
1.11,164106.61,267690.26,16221.33,conventional,Denver
1.94,12539.43,1475.09,80.56,organic,Denver
0.99,119584.9,56064.04,43719.76,conventional,Detroit
1.47,532.88,5228.33,0.0,organic,Detroit
1.43,2225.4,71380.42,47480.65,conventional,Grand Rapids
2.19,32.08,3300.43,0.0,organic,Grand Rapids
1.47,41065.78,129466.37,176.98,conventional,Harrisburg/Scranton
2.23,176.35,213.93,14.78,organic,Harrisburg/Scranton
1.72,10848.33,198967.11,142.4,conventional,Hartford/Springfield
2.67,43.92,4563.44,8.23,organic,Hartford/Springfield
0.78,565234.2,223073.67,3020.2,conventional,Houston
1.08,9747.26,15.97,0.0,organic,Houston
1.08,8754.14,85278.67,1835.09,conventional,Indianapolis
1.38,74.91,1186.42,0.0,organic,Indianapolis
1.42,98757.83,14132.78,46.02,conventional,Jacksonville
2.06,166.12,1342.09,3.59,organic,Jacksonville
0.99,138190.07,54694.89,7591.71,conventional,Las Vegas
1.82,1693.33,4245.64,0.0,organic,Las Vegas
1.12,1520215.45,437585.1,87693.03,conventional,Los Angeles
1.42,11868.34,28851.85,0.0,organic,Los Angeles
1.01,2696.41,45861.16,209.51,conventional,Louisville
1.61,0.0,1551.16,0.0,organic,Louisville
1.43,371243.58,67379.1,239.94,conventional,Miami/Ft. Lauderdale
1.76,89.08,521.03,0.0,organic,Miami/Ft. Lauderdale
0.99,101167.78,35679.18,109.54,conventional,Nashville
1.49,103.67,3658.81,0.0,organic,Nashville
1.26,156935.51,23221.13,28.96,conventional,New Orleans/Mobile
1.76,103.74,367.42,0.0,organic,New Orleans/Mobile
1.63,82965.35,800414.02,3563.36,conventional,New York
2.48,3895.32,21115.87,1931.13,organic,New York
1.4,207541.44,33999.04,126.06,conventional,Orlando
1.9,262.72,1460.13,0.0,organic,Orlando
1.59,44522.78,225551.84,494.66,conventional,Philadelphia
2.36,968.76,4706.74,5.89,organic,Philadelphia
0.75,568223.72,232289.27,12866.51,conventional,Phoenix/Tucson
1.84,2378.75,4376.29,0.0,organic,Phoenix/Tucson
1.25,45339.5,30916.91,1471.62,conventional,Pittsburgh
1.58,965.46,11.98,0.0,organic,Pittsburgh
0.7,228987.68,231828.52,13755.65,conventional,Portland
1.66,2463.61,11058.61,0.0,organic,Portland
1.25,92214.73,91091.46,5985.39,conventional,Raleigh/Greensboro
1.97,101.76,5697.63,240.83,organic,Raleigh/Greensboro
1.19,71681.98,84932.95,2084.36,conventional,Richmond/Norfolk
1.81,720.65,5308.78,142.87,organic,Richmond/Norfolk
1.11,29283.77,43863.9,232.79,conventional,Roanoke
1.62,327.53,2701.41,0.0,organic,Roanoke
1.44,174813.37,267561.36,13473.26,conventional,Sacramento
2.36,1253.12,1982.16,0.0,organic,Sacramento
1.21,216297.72,151179.81,16976.57,conventional,San Diego
1.91,1037.82,10325.37,0.0,organic,San Diego
1.69,194695.25,421757.61,25793.3,conventional,San Francisco
2.45,2009.13,3654.42,2.92,organic,San Francisco
1.0,186651.37,182881.1,1023.68,conventional,Seattle
2.12,1411.24,16587.8,24.73,organic,Seattle
1.24,171133.29,76166.58,2472.14,conventional,South Carolina
1.76,116.35,5293.97,155.96,organic,South Carolina
0.97,26682.9,32986.26,119.07,conventional,Spokane
2.2,358.58,1807.52,16.68,organic,Spokane
1.26,107971.62,10695.31,123.97,conventional,St. Louis
1.79,1623.63,2739.55,0.0,organic,St. Louis
1.38,1001.92,45176.42,381.6,conventional,Syracuse
2.4,0.0,148.65,0.0,organic,Syracuse
1.45,211134.84,42947.5,137.48,conventional,Tampa
1.68,44.2,188.68,0.0,organic,Tampa
0.84,549857.13,109308.7,8436.06,conventional,West Tex/New Mexico
1.65,2295.76,3701.18,38.67,organic,West Tex/New Mexico
1.39,2468.78,86707.66,2546.08,conventional,Albany
1.87,155.1,274.95,0.0,organic,Albany
1.2,301471.59,63898.41,100.9,conventional,Atlanta
1.89,471.9,7657.36,0.0,organic,Atlanta
1.48,64407.19,415327.9,5640.71,conventional,Baltimore/Washington
1.57,845.67,4835.57,168.13,organic,Baltimore/Washington
1.49,35748.28,3543.6,8951.08,conventional,Boise
2.26,74.38,680.06,0.0,organic,Boise
1.56,9162.09,463806.98,3825.67,conventional,Boston
1.61,18.95,1315.56,0.0,organic,Boston
1.35,1791.21,72328.87,35.75,conventional,Buffalo/Rochester
1.26,4.78,446.42,0.0,organic,Buffalo/Rochester
1.49,2319570.09,1821613.01,178446.19,conventional,California
2.14,18861.09,52718.44,9.36,organic,California
1.38,44530.25,73163.04,6036.41,conventional,Charlotte
1.99,12.59,5361.39,376.53,organic,Charlotte
1.54,91095.18,486178.44,129762.05,conventional,Chicago
1.83,84.45,35396.03,0.0,organic,Chicago
1.5,3860.38,91780.98,1529.18,conventional,Cincinnati/Dayton
1.82,201.83,5849.35,0.0,organic,Cincinnati/Dayton
1.36,61744.88,28471.78,2046.27,conventional,Columbus
1.69,693.51,3253.63,0.0,organic,Columbus
0.98,572059.17,327858.8,2757.68,conventional,Dallas/Ft. Worth
1.49,6649.58,451.46,0.0,organic,Dallas/Ft. Worth
1.46,108383.89,207831.49,14610.86,conventional,Denver
1.83,3638.11,1154.29,99.49,organic,Denver
1.18,100370.0,55199.44,46609.96,conventional,Detroit
1.6,666.92,4375.81,0.0,organic,Detroit
1.42,2520.38,70377.13,52300.71,conventional,Grand Rapids
1.32,2.84,1252.4,0.0,organic,Grand Rapids
1.38,42951.31,120360.02,131.85,conventional,Harrisburg/Scranton
1.56,184.6,186.95,15.81,organic,Harrisburg/Scranton
1.59,10004.17,205771.6,129.66,conventional,Hartford/Springfield
1.94,308.21,4236.13,1.38,organic,Hartford/Springfield
1.01,475986.48,251487.71,4545.5,conventional,Houston
1.41,9407.53,87.45,0.0,organic,Houston
1.35,9861.88,82250.49,1367.59,conventional,Indianapolis
1.48,120.61,3149.03,0.0,organic,Indianapolis
1.48,88735.04,14194.77,102.81,conventional,Jacksonville
2.11,73.93,553.26,1.19,organic,Jacksonville
1.22,131681.44,54114.55,6343.2,conventional,Las Vegas
1.89,1296.04,2815.04,0.0,organic,Las Vegas
1.37,1327685.51,409058.25,105463.36,conventional,Los Angeles
2.02,10041.65,24449.24,0.0,organic,Los Angeles
1.44,3058.87,41177.44,211.13,conventional,Louisville
1.55,0.0,1527.56,0.0,organic,Louisville
1.48,367930.59,65180.09,301.98,conventional,Miami/Ft. Lauderdale
1.44,6.65,14.62,0.0,organic,Miami/Ft. Lauderdale
1.18,93140.13,32246.58,206.54,conventional,Nashville
1.54,52.6,3594.22,0.0,organic,Nashville
1.32,120631.11,29406.15,39.0,conventional,New Orleans/Mobile
1.23,157.91,128.12,0.0,organic,New Orleans/Mobile
1.57,71450.18,859372.14,3388.19,conventional,New York
1.79,7856.39,19545.1,2330.29,organic,New York
1.42,202249.93,34024.62,218.32,conventional,Orlando
1.86,191.79,1118.94,0.0,organic,Orlando
1.51,42039.06,224289.93,513.38,conventional,Philadelphia
1.63,2091.63,6078.08,27.59,organic,Philadelphia
0.92,499391.8,211064.2,12355.98,conventional,Phoenix/Tucson
2.06,1986.97,3845.18,0.0,organic,Phoenix/Tucson
1.26,44572.1,26346.56,1538.54,conventional,Pittsburgh
1.42,533.67,8.53,0.0,organic,Pittsburgh
1.38,141903.05,173049.68,14908.1,conventional,Portland
2.33,3130.81,8104.86,5.04,organic,Portland
1.3,54756.27,94289.74,6881.95,conventional,Raleigh/Greensboro
1.99,148.68,5715.34,222.11,organic,Raleigh/Greensboro
1.17,89083.09,79805.02,1830.85,conventional,Richmond/Norfolk
1.71,556.0,4078.58,201.95,organic,Richmond/Norfolk
1.16,42470.79,40719.18,222.19,conventional,Roanoke
1.64,242.19,2225.86,0.0,organic,Roanoke
1.58,159107.69,257399.67,4592.03,conventional,Sacramento
2.19,1251.0,2443.85,0.0,organic,Sacramento
1.48,181912.69,134913.99,22438.5,conventional,San Diego
2.3,693.61,9183.67,0.0,organic,San Diego
1.74,182480.94,472009.71,8044.28,conventional,San Francisco
