MOCK_DATA (1)
date ,average_price,total_volume,PLU 4046,PLU 4225,total_bags,small_bags,large_bags,xlarge_bags,type,year
10/9/2018,$2.55,12.59,62.37,7.32,98.2,99,12,58,M,2001
9/26/2016,$4.29,9.62,35.68,23.68,90.28,50,11,82,M,1996
5/8/2015,$6.29,35.46,96.76,88.58,83.42,91,20,56,M,1986
2/16/2017,$4.54,86.75,15.49,77.46,10.96,8,82,62,F,1993
9/21/2019,$5.33,94.79,15.91,73.25,99.35,62,55,95,F,2004
9/24/2018,$6.29,58.87,47.35,59.77,57.11,58,42,80,M,2003
7/18/2015,$4.86,24.28,61.2,96.28,60.87,42,59,36,M,1995
4/6/2017,$4.21,81.44,93.82,49.9,40.2,14,86,15,M,2000
11/7/2016,$1.73,74.45,39.12,35.74,17.23,94,98,49,M,1995
3/18/2020,$5.87,25.82,75.05,17.03,26.37,72,86,38,M,2001
1/16/2019,$3.40,55.48,80.19,2.33,12.12,30,43,65,F,2002
9/6/2017,$9.13,39.11,11.36,80.82,28.8,43,69,90,F,2006
2/2/2019,$1.06,27.62,13.79,86.73,57.07,25,55,51,F,2013
6/26/2016,$9.82,14.06,59.02,3.33,31.21,4,56,55,F,2011
6/8/2016,$4.30,48.11,81.23,21.85,60.38,23,27,66,M,2009
11/16/2018,$1.14,82.13,14.95,65.47,24.88,24,25,99,M,2008
12/1/2017,$0.41,95.98,10.98,53.32,99.6,69,88,57,M,2012
9/26/2018,$6.27,2.7,59.87,77.07,94.82,47,57,11,F,1991
9/29/2019,$8.95,31.22,83.53,1.33,55.44,75,11,79,F,2001
5/5/2016,$2.95,74.33,71.13,34.54,27.18,54,31,87,F,1984
1/10/2020,$3.79,3.98,45.65,70.95,51.87,74,82,36,M,1997
4/29/2015,$4.75,21.41,75.16,55.18,24.48,98,84,57,F,2011
5/3/2015,$4.35,4.8,67.45,50.65,70.9,57,34,79,F,2005
3/4/2020,$9.11,36.78,99.58,94.44,65.57,76,81,55,M,2003
9/13/2016,$0.62,93.46,80.3,58.52,69.79,58,26,57,M,2003
1/5/2015,$9.34,22.87,72.74,37.12,31.24,64,73,59,F,2007
11/10/2016,$8.89,14.41,70.17,83.23,82.25,98,90,13,M,2009
12/23/2016,$5.10,10.85,60.54,16.81,54.36,23,93,93,F,1993
2/23/2016,$6.10,83.61,49.73,68.02,58.58,31,19,4,F,1999
1/30/2015,$5.17,55.06,86.19,33.91,51.95,60,57,90,M,2006
2/27/2019,$7.88,71.1,12.23,4.12,38.66,60,15,99,M,1996
7/12/2015,$6.74,22.15,92.81,23.5,42.78,11,3,10,M,2006
10/30/2019,$0.00,26.39,16.61,99.6,89.6,71,73,28,M,1993
3/31/2015,$5.32,90.11,1.65,14.0,3.46,60,26,98,M,2003
10/15/2015,$3.30,84.06,40.58,44.75,6.21,13,56,57,M,2002
3/21/2019,$7.26,96.98,15.07,8.59,17.57,38,23,44,F,2001
7/4/2018,$5.71,40.92,25.49,9.15,76.65,40,98,73,M,1999
5/17/2018,$6.66,47.2,46.73,29.16,46.63,27,71,13,M,1996
10/19/2019,$4.22,96.22,88.48,22.38,49.47,56,68,66,M,2012
1/1/2016,$6.38,25.24,92.55,36.7,50.83,56,16,19,F,1993
3/17/2019,$4.66,27.38,23.4,58.05,98.47,2,62,64,F,2011
3/13/2016,$7.64,50.92,46.57,4.0,70.53,73,33,51,F,1995
9/9/2017,$2.22,85.36,12.76,65.06,64.18,66,13,48,M,2004
11/17/2016,$0.07,17.09,22.9,44.82,69.97,20,83,33,M,2007
1/14/2020,$2.50,41.26,12.71,21.05,6.18,67,93,79,F,1988
3/25/2019,$5.95,6.77,85.86,75.86,90.2,71,82,38,M,2005
1/2/2016,$6.13,96.08,21.58,79.16,61.75,32,31,13,M,2004
11/26/2018,$6.71,61.3,87.02,70.24,28.16,45,61,52,F,2006
3/22/2020,$3.26,57.17,18.82,2.53,71.35,79,70,35,M,2000
9/13/2018,$9.84,25.34,50.69,80.94,64.59,68,35,43,F,2006
8/16/2019,$0.38,91.1,42.12,89.12,23.45,66,27,4,M,2011
8/22/2019,$9.28,79.56,58.57,53.83,27.89,19,76,87,M,2007
10/18/2016,$6.48,22.92,25.65,48.31,4.87,97,51,8,M,2012
2/12/2017,$9.68,75.08,76.68,93.26,37.64,54,62,24,F,1993
1/15/2015,$2.60,21.97,50.42,62.48,65.93,80,48,44,F,1990
1/19/2015,$6.86,65.19,1.81,90.85,64.73,62,98,3,F,2007
11/25/2015,$1.51,95.17,3.53,68.51,99.96,24,15,26,F,2006
1/24/2017,$5.39,79.41,85.57,40.18,90.94,16,55,68,M,2000
2/17/2017,$7.54,88.68,50.18,6.6,55.53,25,79,23,F,2003
3/8/2016,$3.48,46.61,60.97,69.98,93.3,75,61,22,M,2002
8/30/2017,$4.98,45.58,14.74,70.53,71.99,21,32,68,M,2005
4/15/2020,$6.38,23.8,27.16,57.6,46.26,45,49,74,F,2006
9/26/2018,$9.85,8.21,7.57,41.27,17.77,3,43,20,F,1985
1/1/2019,$3.66,29.95,66.15,95.78,17.41,5,7,14,F,2011
5/11/2017,$6.45,7.75,5.55,12.26,27.28,33,36,94,F,2007
3/7/2017,$1.83,32.77,37.37,4.05,36.93,47,76,48,M,1996
12/1/2015,$8.21,22.63,63.97,22.71,63.79,18,92,54,M,2000
4/18/2019,$4.32,73.45,28.73,97.23,34.15,19,86,78,M,2000
1/3/2018,$7.23,1.54,86.91,96.74,57.25,29,44,51,M,2000
1/13/2019,$2.71,73.5,25.5,13.55,85.47,20,92,19,F,1989
6/3/2017,$2.40,50.53,12.41,62.68,74.26,42,96,64,F,2008
10/29/2019,$2.57,54.32,83.81,57.34,18.65,3,97,18,M,1997
2/27/2017,$7.93,11.18,93.58,7.81,86.05,2,51,100,F,1993
4/4/2015,$7.06,32.38,11.46,82.69,4.39,58,85,20,M,1998
4/12/2017,$2.03,89.8,13.47,15.39,44.62,31,50,24,M,1995
12/27/2017,$3.18,1.5,7.0,66.54,43.79,50,45,57,M,2001
3/28/2020,$3.25,44.91,54.37,3.14,65.89,7,28,48,F,2008
7/19/2017,$4.96,7.86,58.46,64.11,22.31,4,7,86,M,2009
7/17/2019,$4.83,83.75,87.56,89.24,83.24,52,39,3,M,1999
2/8/2020,$4.06,94.91,36.15,37.84,27.72,33,93,28,M,2000
8/12/2015,$0.72,95.75,32.84,20.27,20.44,95,95,47,M,1990
3/12/2016,$4.90,55.28,75.51,14.94,13.62,89,29,17,M,1988
1/25/2019,$8.28,16.86,14.91,96.02,3.97,56,88,50,M,1992
11/24/2015,$5.82,45.32,20.54,24.08,63.27,52,25,57,M,1984
8/2/2019,$9.65,3.34,28.92,44.19,28.98,4,67,4,M,1989
4/25/2015,$7.11,48.29,58.08,42.02,6.05,73,47,24,M,1982
10/17/2019,$1.90,23.47,35.68,96.99,14.64,84,22,68,M,2001
3/26/2015,$5.58,32.84,95.65,9.87,53.66,35,21,81,F,2001
12/4/2017,$4.95,29.93,96.91,9.85,39.46,94,33,74,F,2010
4/16/2015,$9.09,95.92,32.11,81.68,84.53,81,49,36,F,1997
12/2/2018,$3.96,31.14,30.18,72.16,80.15,4,60,61,M,2007
8/14/2016,$7.60,14.63,47.12,85.63,19.74,21,23,61,F,1988
6/24/2019,$9.19,28.32,5.13,28.39,37.79,11,92,28,M,2011
4/7/2016,$2.60,9.7,87.29,25.75,33.08,66,6,85,M,2010
11/27/2016,$8.35,93.7,84.78,59.82,82.16,41,98,91,M,1991
7/6/2016,$0.28,5.99,8.76,48.88,96.51,58,87,70,F,2010
6/15/2019,$5.71,70.26,8.69,72.13,25.3,90,1,80,M,1994
5/2/2017,$3.04,21.45,21.99,66.48,36.71,95,93,23,F,1989
7/5/2015,$7.76,1.04,44.85,80.09,88.89,82,16,80,F,1994
8/5/2018,$3.04,64.8,33.39,25.49,76.55,89,93,32,M,2007
2/24/2020,$3.61,50.71,51.46,30.09,30.65,38,79,51,M,1995
12/9/2017,$4.77,85.44,33.45,27.56,18.0,7,36,21,M,1984
1/21/2018,$4.53,7.53,27.78,65.21,22.71,90,98,48,F,1989
1/30/2018,$3.93,27.47,37.22,66.57,15.6,3,57,63,M,1997
11/8/2017,$0.32,45.17,36.08,79.68,36.94,61,70,46,M,1993
4/20/2018,$3.31,50.79,6.24,67.8,11.61,74,60,74,F,2003
7/22/2018,$5.97,31.65,24.2,87.96,90.13,14,19,31,M,1985
1/4/2018,$4.07,77.44,81.98,8.28,69.4,60,74,40,F,2008
8/22/2015,$6.27,64.72,5.69,83.34,22.81,52,76,79,F,1993
8/17/2019,$7.74,59.82,37.94,3.7,64.72,14,16,50,F,1996
10/29/2017,$3.24,65.17,74.3,44.14,65.6,89,74,87,M,2000
3/12/2017,$6.53,10.98,87.99,95.13,50.1,20,73,33,M,2008
8/7/2017,$1.88,25.79,61.58,14.96,43.74,56,96,7,F,2000
9/21/2015,$7.33,60.18,65.93,19.88,81.33,12,44,45,M,2003
3/15/2018,$3.09,89.53,34.53,19.66,39.1,80,69,1,M,2006
6/9/2018,$3.33,25.46,47.02,4.21,66.31,49,48,16,F,2012
3/12/2016,$0.30,21.2,22.93,37.9,59.0,23,42,55,F,2006
9/12/2018,$5.35,48.45,86.06,50.57,96.9,51,27,34,M,2002
4/29/2017,$4.00,8.16,47.37,35.02,3.84,80,97,53,M,2011
5/4/2019,$8.52,40.46,80.79,73.48,13.16,13,93,3,F,2012
6/18/2018,$0.02,82.08,29.75,2.0,24.48,60,20,81,M,1998
6/23/2017,$2.85,21.02,56.53,31.87,62.06,33,19,100,M,1998
2/22/2020,$3.20,88.76,82.37,27.34,36.19,65,11,95,F,1995
5/16/2019,$9.10,45.49,31.74,89.59,23.93,96,16,94,F,1987
11/24/2016,$1.09,27.58,8.55,69.75,79.74,86,69,23,M,2001
12/27/2017,$2.39,10.86,33.33,40.52,6.29,33,45,32,M,1999
7/25/2017,$0.58,2.89,54.34,97.83,48.81,86,5,50,M,2010
7/2/2016,$4.82,28.85,29.24,19.83,43.44,27,31,44,M,2005
6/13/2019,$1.01,19.66,24.75,21.51,29.64,76,96,16,M,2006
8/20/2017,$5.74,58.8,87.46,2.23,76.23,82,97,78,M,2005
3/30/2018,$4.55,89.72,45.47,6.45,75.84,63,47,83,F,1966
6/10/2018,$2.13,12.17,64.75,21.43,20.84,11,74,5,F,1998
5/6/2015,$7.42,82.15,75.74,53.83,35.49,55,93,49,F,1992
4/16/2020,$0.30,40.6,59.41,83.55,98.73,26,69,64,F,1993
2/20/2020,$2.48,83.29,19.45,63.94,41.8,5,56,33,F,2007
10/10/2018,$6.10,15.28,21.63,3.38,13.91,55,75,62,F,1998
3/19/2019,$5.35,21.46,84.81,99.44,65.96,73,61,37,M,2008
7/23/2017,$9.82,2.18,42.53,60.5,78.13,49,23,90,M,2009
9/3/2016,$9.88,59.09,95.41,51.16,50.04,70,36,66,F,1994
12/10/2017,$8.19,63.81,82.77,36.83,58.47,12,39,91,M,2006
6/5/2016,$3.37,80.81,62.44,34.64,31.41,90,73,99,M,2012
2/12/2020,$3.17,48.9,98.01,47.41,66.76,76,27,78,F,1996
1/17/2017,$1.04,78.74,35.35,12.8,38.02,74,39,4,F,2006
12/15/2016,$6.28,61.49,7.64,60.82,1.3,80,43,2,M,1994
3/26/2018,$2.96,51.6,55.56,16.21,43.13,5,70,38,M,1996
12/26/2016,$9.87,38.41,99.51,32.54,74.72,82,22,5,F,2012
11/20/2016,$3.17,15.46,36.82,1.41,15.45,11,54,7,M,2007
3/17/2015,$1.91,99.15,9.21,15.29,33.25,33,47,51,F,1980
6/13/2018,$3.07,91.35,44.27,22.81,91.52,49,66,86,F,2006
3/23/2018,$8.74,77.36,42.65,16.73,60.52,26,3,90,F,2004
12/21/2015,$4.57,6.25,36.13,33.94,74.28,69,73,4,M,2005
10/27/2015,$8.54,96.14,33.85,30.88,52.23,35,74,17,F,2006
8/11/2017,$0.31,54.72,15.22,80.43,22.77,18,60,96,F,2000
2/15/2018,$0.13,50.49,48.21,94.85,23.9,68,3,76,M,2002
6/14/2016,$5.36,29.16,97.53,30.88,3.99,29,46,56,F,2001
1/11/2020,$4.29,63.58,97.18,64.17,67.25,26,5,49,M,1998
9/6/2016,$6.85,69.47,74.79,46.35,54.21,60,74,54,M,2009
1/9/2015,$8.98,74.62,24.0,79.99,10.59,46,73,48,F,1996
9/18/2018,$8.01,91.6,56.43,30.31,21.62,55,24,18,F,2007
4/5/2016,$7.09,8.17,34.02,74.96,78.82,3,30,22,M,1972
3/24/2020,$9.87,18.36,42.29,57.38,60.61,99,95,48,M,2010
7/3/2016,$4.36,19.42,87.61,86.38,17.05,26,99,92,M,2011
6/10/2018,$0.98,68.66,16.53,81.14,29.73,86,6,50,F,1995
4/10/2019,$9.62,28.06,28.31,59.75,88.25,11,5,100,F,2012
4/8/2016,$3.98,41.53,85.36,42.42,56.65,13,64,80,M,2008
12/23/2018,$1.74,24.25,67.4,35.51,53.08,87,59,89,F,1999
10/4/2019,$1.70,55.8,85.29,23.45,5.27,35,78,8,F,1984
11/30/2017,$9.39,32.47,19.38,82.66,79.58,3,30,97,F,2012
4/8/2019,$5.54,16.78,81.42,30.45,20.04,70,60,63,F,1999
11/28/2018,$9.50,25.11,65.73,54.16,63.48,58,14,66,M,2003
1/21/2016,$0.24,51.07,14.42,99.49,69.09,10,64,47,M,1994
3/8/2017,$9.13,63.57,57.79,30.14,3.41,75,41,44,M,1988
4/20/2016,$9.99,68.39,42.52,15.57,91.21,52,70,67,F,2012
8/2/2016,$1.45,91.46,7.98,78.69,67.19,77,37,15,M,2010
5/18/2018,$3.88,45.92,38.16,14.45,58.52,98,28,35,F,2006
12/17/2017,$0.34,89.94,18.77,1.6,51.14,53,100,57,M,2009
8/1/2019,$0.17,97.28,98.07,34.05,8.02,3,40,41,M,1990
12/25/2019,$2.45,62.59,49.52,46.21,87.44,67,25,63,M,2007
3/18/2015,$4.55,44.3,74.42,41.0,23.67,90,59,93,M,1994
5/27/2019,$2.25,55.57,14.44,68.54,69.6,99,87,90,F,2008
10/1/2018,$7.16,57.2,27.28,90.53,9.75,64,63,38,M,2007
3/8/2020,$8.51,17.01,64.31,47.72,65.44,24,74,3,M,2011
1/24/2016,$4.86,56.39,61.3,47.84,75.3,8,23,44,F,1996
3/25/2019,$5.63,12.48,93.79,84.74,2.57,47,92,3,M,1994
8/18/2015,$1.51,30.58,53.91,84.03,84.66,95,53,64,M,1995
2/1/2019,$0.97,68.88,10.43,33.23,20.93,86,26,97,M,1997
9/23/2017,$8.39,62.63,52.52,88.28,41.46,17,43,90,M,1995
5/31/2019,$7.42,43.3,35.47,39.55,25.12,36,11,23,F,2011
1/21/2017,$2.54,1.58,73.55,7.12,56.88,98,6,48,M,2010
11/4/2017,$5.50,58.85,8.24,18.29,46.9,89,46,1,F,2000
9/16/2019,$0.51,73.36,29.97,26.07,99.09,47,88,78,F,1997
1/3/2016,$6.12,43.53,32.47,29.27,92.74,86,61,42,F,2010
5/14/2020,$5.23,72.23,47.53,95.89,87.98,46,81,86,F,2001
11/13/2016,$0.09,9.01,40.8,37.53,57.5,29,83,97,M,2011
3/21/2020,$0.45,38.47,50.05,45.72,83.77,21,92,82,F,2010
5/23/2016,$2.69,92.87,38.18,76.1,80.01,1,41,4,M,2001
4/16/2019,$8.70,35.89,31.39,72.62,11.18,26,33,15,F,1992
8/14/2016,$6.48,39.68,62.85,55.38,70.24,42,91,76,M,2011
9/28/2016,$8.84,61.96,32.84,58.02,34.35,10,7,41,F,2002
4/10/2017,$0.58,87.83,7.1,20.14,96.78,86,97,97,M,2003
8/31/2015,$9.99,78.24,39.07,30.46,64.99,11,56,26,M,2004
11/27/2018,$5.33,77.17,13.61,14.27,88.76,46,96,13,M,2010
6/24/2018,$4.93,33.07,47.72,66.71,33.37,36,80,51,F,2005
5/1/2015,$7.84,62.76,9.08,25.21,29.8,14,1,86,M,1994
3/31/2016,$2.69,21.62,98.31,14.61,89.25,96,47,9,M,1990
2/11/2020,$6.25,43.41,48.19,98.09,23.0,72,46,12,M,2003
12/27/2019,$1.87,52.74,85.09,15.62,63.3,13,56,50,M,2010
4/16/2020,$2.78,27.28,83.87,41.5,95.79,4,36,24,M,2000
1/2/2018,$7.29,60.01,28.0,5.45,15.77,89,3,77,M,2007
4/24/2017,$2.43,90.72,13.86,10.62,95.93,99,65,89,F,2008
5/3/2018,$8.58,17.84,5.44,97.04,8.72,87,70,43,M,2010
11/15/2019,$7.95,4.09,53.59,48.01,22.85,52,60,15,F,1992
7/9/2017,$7.26,37.67,44.41,20.75,51.64,73,24,92,F,1985
6/16/2017,$5.40,28.28,9.92,92.63,15.55,80,40,4,M,1986
1/16/2019,$2.82,65.62,62.96,85.76,31.66,40,35,31,F,2009
5/24/2019,$5.59,17.32,77.99,20.3,35.44,99,44,75,F,2011
8/5/2018,$9.44,47.19,66.03,86.8,66.41,32,51,7,M,1996
2/21/2018,$5.80,60.19,40.27,59.99,59.74,70,86,14,F,1998
7/24/2016,$0.04,33.11,33.22,89.77,20.22,60,21,14,M,1997
1/31/2016,$9.45,68.15,69.1,25.92,99.88,47,59,98,F,2005
3/9/2018,$2.67,41.61,76.17,28.9,32.87,54,87,14,M,2006
8/27/2015,$0.34,70.94,4.86,22.16,52.55,87,53,67,F,1993
11/28/2016,$7.21,52.47,62.96,78.82,19.59,10,84,56,F,2010
12/23/2015,$1.27,19.45,70.4,67.78,12.13,21,43,86,F,2006
12/25/2019,$5.21,85.12,95.74,5.91,51.61,16,38,86,M,2000
4/10/2018,$2.10,97.55,35.92,41.41,90.31,10,15,64,F,2006
1/25/2017,$2.34,74.18,11.19,97.16,88.37,82,57,18,M,2012
8/1/2017,$0.99,29.46,99.31,38.04,38.75,74,29,39,F,1991
2/28/2018,$1.71,94.37,16.74,17.52,97.6,67,28,91,M,2002
11/23/2016,$7.39,72.79,30.27,27.98,17.49,20,70,36,F,2005
3/28/2016,$8.37,78.44,52.67,70.98,92.73,59,88,50,F,2012
9/6/2015,$9.55,31.76,6.47,73.33,26.82,51,52,79,M,1979
9/3/2017,$5.01,92.11,33.88,22.83,60.67,79,40,41,M,1990
12/13/2017,$0.12,70.98,68.5,70.81,24.9,34,60,88,F,1999
1/10/2015,$4.13,46.01,53.36,93.31,59.49,42,52,70,M,2012
3/11/2019,$2.58,78.65,72.21,81.94,93.0,60,37,98,F,2001
10/7/2016,$8.70,12.83,92.7,63.87,95.0,68,2,82,F,2008
3/11/2015,$0.35,86.03,99.1,18.94,38.27,57,77,1,M,2004
1/11/2018,$5.00,70.29,99.97,99.63,52.06,41,53,14,M,1992
5/9/2016,$6.39,49.7,54.07,52.48,57.93,34,77,12,F,1992
7/7/2017,$0.64,82.23,86.44,23.8,85.55,2,90,45,F,1985
1/6/2016,$6.84,57.52,97.32,1.09,62.38,64,34,2,M,1999
12/8/2018,$3.85,99.82,32.09,48.67,11.58,93,54,82,F,1994
11/9/2018,$5.31,79.04,25.21,18.69,90.81,68,25,83,F,2011
3/8/2019,$1.19,3.31,89.53,55.04,82.71,58,82,94,M,1983
9/9/2015,$2.00,77.8,10.67,11.62,42.92,94,30,14,M,1995
9/1/2018,$6.30,11.25,13.17,46.15,77.63,13,58,17,M,2005
5/29/2018,$3.64,97.32,67.88,22.04,13.39,96,67,29,F,1971
10/30/2018,$3.24,87.71,89.26,68.47,72.71,17,71,25,F,1984
10/27/2019,$7.89,84.52,80.42,89.41,3.61,10,46,52,F,1993
10/16/2015,$5.15,27.18,10.08,84.9,40.21,22,97,90,F,2001
6/25/2019,$8.48,76.63,68.99,71.62,15.84,56,84,46,F,2009
9/19/2019,$9.78,54.05,83.25,81.27,83.76,27,36,65,M,2010
3/26/2016,$6.04,60.48,47.47,65.15,54.37,9,14,42,M,1992
12/6/2016,$1.50,27.01,29.8,99.13,55.51,98,51,25,M,1985
6/11/2019,$7.32,34.31,19.15,99.5,45.84,69,90,71,M,2001
10/25/2017,$7.42,67.33,38.59,36.91,84.43,87,18,15,F,1995
9/8/2015,$4.58,97.0,10.95,13.0,7.14,39,20,86,M,1975
11/28/2016,$2.56,28.34,43.22,50.42,43.72,63,37,20,M,1994
1/10/2018,$0.45,96.34,56.54,51.53,25.92,37,76,80,M,2010
4/5/2020,$7.26,49.46,35.67,40.76,17.94,90,89,81,M,2008
8/25/2019,$6.42,57.39,1.24,37.63,6.83,72,51,29,F,1996
12/2/2018,$5.93,61.58,62.08,17.75,22.63,69,14,81,F,1986
6/13/2015,$0.24,75.75,50.82,12.57,82.03,8,11,61,F,2007
5/24/2018,$0.95,70.36,32.02,52.15,50.66,85,13,71,M,2003
1/9/2019,$8.35,96.34,90.54,41.35,11.56,13,32,94,F,2002
8/17/2016,$5.87,39.31,52.53,47.42,24.96,1,26,95,M,2003
2/14/2017,$8.61,52.39,88.84,29.53,71.27,91,5,97,M,2009
1/27/2020,$4.66,43.83,66.49,33.92,86.91,41,83,82,M,2006
3/28/2017,$8.85,7.54,44.53,9.42,5.26,22,59,46,M,1996
10/27/2019,$1.90,72.99,61.55,49.08,64.44,12,67,30,F,2008
9/23/2015,$8.14,60.13,46.95,9.27,59.02,77,80,27,F,1996
10/12/2017,$7.10,54.92,88.83,96.66,36.35,88,67,74,M,2000
4/19/2015,$0.79,41.93,53.15,92.15,84.61,78,43,98,F,2010
9/1/2017,$4.84,84.65,91.52,48.61,59.55,53,14,25,F,1989
2/27/2015,$6.72,70.74,20.5,4.32,56.17,89,21,43,F,2011
5/5/2018,$4.36,4.45,34.25,56.99,67.21,30,92,40,M,1992
8/26/2017,$7.89,76.21,31.29,75.62,36.66,42,55,22,M,1999
5/20/2018,$2.38,44.04,69.01,57.34,73.86,17,65,53,F,1997
1/13/2015,$2.01,64.59,74.01,25.91,95.08,87,44,80,F,2007
2/3/2017,$0.89,50.53,52.86,96.51,88.18,21,10,61,M,2012
3/27/2019,$5.12,20.46,53.07,89.36,28.5,37,24,41,F,2000
3/3/2019,$5.45,60.96,52.52,37.24,30.45,67,74,77,M,2004
10/2/2017,$1.82,89.78,83.46,37.52,34.46,73,9,99,M,2002
10/6/2018,$8.98,90.51,41.89,87.08,74.31,25,75,23,M,2001
6/6/2016,$2.16,36.03,27.62,36.67,96.05,65,56,17,F,1991
9/18/2017,$2.22,30.95,4.0,3.47,6.2,10,30,16,M,2008
8/12/2016,$7.42,94.61,35.89,73.77,61.79,10,84,56,F,1989
