type,average_price,on_date,year,total_volume
organic,1.72,2018-03-18,2018,93566.16
conventional,1.02,2018-03-18,2018,126213.08
organic,1.38,2018-03-18,2018,4573.23
conventional,1.17,2018-03-18,2018,828837.57
organic,1.37,2018-03-18,2018,10458.41
conventional,1.03,2018-03-18,2018,4558888.55
organic,1.52,2018-03-18,2018,179316.2
conventional,0.89,2018-03-18,2018,316201.23
organic,1.27,2018-03-18,2018,10422.05
conventional,1.02,2018-03-18,2018,316969.55
organic,1.35,2018-03-18,2018,6622.76
conventional,1.43,2018-03-18,2018,1564859.63
organic,1.7,2018-03-18,2018,189434.04
conventional,1.34,2018-03-18,2018,4621126.31
organic,1.64,2018-03-18,2018,419607.75
conventional,1.4,2018-03-18,2018,428028.9
organic,1.62,2018-03-18,2018,22375.57
conventional,1.11,2018-03-18,2018,508979.43
organic,1.58,2018-03-18,2018,12161.25
conventional,1.33,2018-03-18,2018,471175.79
organic,1.58,2018-03-18,2018,40632.46
conventional,0.71,2018-03-18,2018,1299190.92
organic,1.54,2018-03-18,2018,15639.44
conventional,0.98,2018-03-18,2018,198246.71
organic,1.36,2018-03-18,2018,13856.99
conventional,1.06,2018-03-18,2018,2346527.89
organic,1.58,2018-03-18,2018,69790.75
conventional,1.04,2018-03-18,2018,759157.5
organic,1.78,2018-03-18,2018,26967.79
conventional,0.92,2018-03-18,2018,552900.21
organic,1.93,2018-03-18,2018,14027.44
conventional,0.98,2018-03-18,2018,365038.23
organic,1.32,2018-03-18,2018,15940.36
conventional,0.97,2018-03-18,2018,209053.83
organic,1.57,2018-03-18,2018,9095.2
conventional,1.14,2018-03-18,2018,517463.38
organic,1.68,2018-03-18,2018,11828.91
conventional,0.92,2018-03-18,2018,643491.07
organic,1.75,2018-03-18,2018,18371.03
conventional,1.38,2018-03-18,2018,777300.99
organic,1.86,2018-03-18,2018,38845.77
conventional,1.21,2018-03-18,2018,685505.57
organic,1.83,2018-03-18,2018,45893.2
conventional,1.06,2018-03-18,2018,542846.79
organic,1.35,2018-03-18,2018,16296.42
conventional,0.86,2018-03-18,2018,6579144.13
organic,1.28,2018-03-18,2018,154056.32
conventional,1.07,2018-03-18,2018,5278752.32
organic,1.43,2018-03-18,2018,119853.94
conventional,1.17,2018-03-18,2018,98328.71
organic,1.6,2018-03-18,2018,5793.89
conventional,1.07,2018-03-18,2018,191261.08
organic,1.8,2018-03-18,2018,7105.79
conventional,1.2,2018-03-18,2018,71732.63
organic,1.19,2018-03-18,2018,6981.22
conventional,1.13,2018-03-18,2018,574380.46
organic,1.5,2018-03-18,2018,10311.24
conventional,1.05,2018-03-18,2018,41386314.12
organic,1.54,2018-03-18,2018,1675804.22
conventional,0.99,2018-03-18,2018,7254940.65
organic,1.73,2018-03-18,2018,210067.47
conventional,0.88,2018-03-18,2018,855251.17
organic,1.56,2018-03-18,2018,15896.38
conventional,1.57,2018-03-25,2018,149396.5
organic,1.71,2018-03-25,2018,2321.82
conventional,1.04,2018-03-25,2018,624645.42
organic,1.56,2018-03-25,2018,18717.08
conventional,1.23,2018-03-25,2018,986038.75
organic,1.33,2018-03-25,2018,57606.42
conventional,1.28,2018-03-25,2018,85839.98
organic,1.81,2018-03-25,2018,3119.2
conventional,1.39,2018-03-25,2018,641462.43
organic,1.74,2018-03-25,2018,38441.23
conventional,1.21,2018-03-25,2018,163592.4
organic,1.03,2018-03-25,2018,38203.98
conventional,1.04,2018-03-25,2018,6687009.44
organic,1.7,2018-03-25,2018,190257.38
conventional,1.32,2018-03-25,2018,258547.55
organic,1.77,2018-03-25,2018,12030.96
conventional,1.36,2018-03-25,2018,908202.13
organic,1.69,2018-03-25,2018,35088.36
conventional,1.08,2018-03-25,2018,277267.97
organic,1.66,2018-03-25,2018,15502.38
conventional,0.96,2018-03-25,2018,264778.18
organic,1.31,2018-03-25,2018,11125.08
conventional,0.73,2018-03-25,2018,1803351.21
organic,1.46,2018-03-25,2018,31489.27
conventional,1.02,2018-03-25,2018,950483.37
organic,1.6,2018-03-25,2018,24825.5
conventional,1.15,2018-03-25,2018,477637.43
organic,1.43,2018-03-25,2018,20507.49
conventional,1.47,2018-03-25,2018,207028.28
organic,1.34,2018-03-25,2018,8539.23
conventional,1.18,2018-03-25,2018,4245947.2
organic,1.47,2018-03-25,2018,182492.41
conventional,1.21,2018-03-25,2018,330371.24
organic,1.36,2018-03-25,2018,23169.17
conventional,1.44,2018-03-25,2018,345963.16
organic,2.09,2018-03-25,2018,20242.65
conventional,0.56,2018-03-25,2018,2120511.03
organic,1.31,2018-03-25,2018,36999.72
conventional,1.05,2018-03-25,2018,228837.36
organic,1.28,2018-03-25,2018,9506.07
conventional,1.3,2018-03-25,2018,183489.03
organic,1.75,2018-03-25,2018,5518.73
conventional,1.01,2018-03-25,2018,382746.42
organic,1.65,2018-03-25,2018,10720.47
conventional,1.02,2018-03-25,2018,2843541.07
organic,1.74,2018-03-25,2018,91739.92
conventional,1.04,2018-03-25,2018,126662.1
organic,1.46,2018-03-25,2018,4173.7
conventional,1.37,2018-03-25,2018,698961.15
organic,1.34,2018-03-25,2018,8620.15
conventional,1.14,2018-03-25,2018,3911075.35
organic,1.55,2018-03-25,2018,181040.19
conventional,0.95,2018-03-25,2018,306280.52
organic,1.48,2018-03-25,2018,7250.69
conventional,1.04,2018-03-25,2018,305105.53
organic,1.36,2018-03-25,2018,8024.7
conventional,1.34,2018-03-25,2018,1774776.77
organic,1.86,2018-03-25,2018,118503.55
conventional,1.35,2018-03-25,2018,5134637.05
organic,1.58,2018-03-25,2018,374859.68
conventional,1.46,2018-03-25,2018,483124.53
organic,1.63,2018-03-25,2018,22596.13
conventional,1.32,2018-03-25,2018,429132.5
organic,1.45,2018-03-25,2018,11040.51
conventional,1.31,2018-03-25,2018,503277.65
organic,1.49,2018-03-25,2018,37893.5
conventional,0.59,2018-03-25,2018,1684537.69
organic,1.52,2018-03-25,2018,15372.8
conventional,1.28,2018-03-25,2018,132097.87
organic,1.38,2018-03-25,2018,16411.89
conventional,1.08,2018-03-25,2018,2298609.62
organic,1.54,2018-03-25,2018,74180.36
conventional,1.06,2018-03-25,2018,658169.39
organic,1.66,2018-03-25,2018,31275.39
conventional,1.24,2018-03-25,2018,362959.17
organic,2.02,2018-03-25,2018,13379.77
conventional,1.1,2018-03-25,2018,316217.11
organic,1.42,2018-03-25,2018,17340.49
conventional,0.99,2018-03-25,2018,218058
organic,1.6,2018-03-25,2018,9097.89
conventional,1.13,2018-03-25,2018,570446.95
organic,1.63,2018-03-25,2018,9608.95
conventional,1.1,2018-03-25,2018,488321.93
organic,1.75,2018-03-25,2018,19086.94
conventional,1.01,2018-03-25,2018,1203274.11
organic,1.64,2018-03-25,2018,34687.2
conventional,1.4,2018-03-25,2018,524265.69
organic,1.48,2018-03-25,2018,96048.46
conventional,1.19,2018-03-25,2018,450658.34
organic,1.38,2018-03-25,2018,16025.2
conventional,0.7,2018-03-25,2018,9010588.32
organic,1.42,2018-03-25,2018,163496.7
conventional,1.23,2018-03-25,2018,4454904.4
organic,1.45,2018-03-25,2018,121917.39
conventional,1.15,2018-03-25,2018,99982.71
organic,1.59,2018-03-25,2018,5750.56
conventional,1.25,2018-03-25,2018,165209.29
organic,1.82,2018-03-25,2018,8210.37
conventional,1.38,2018-03-25,2018,93961.48
organic,1.04,2018-03-25,2018,14503.47
conventional,1.33,2018-03-25,2018,469300.74
organic,1.41,2018-03-25,2018,10028.49
conventional,1.03,2018-03-25,2018,43409835.75
organic,1.55,2018-03-25,2018,1559967.2
conventional,0.93,2018-03-25,2018,7667064.46
organic,1.6,2018-03-25,2018,271723.08
conventional,0.84,2018-03-25,2018,965185.06
organic,1.62,2018-03-25,2018,15303.4
conventional,1.28,2018-04-01,2018,114852.06
organic,1.67,2018-04-01,2018,2866.94
conventional,1.06,2018-04-01,2018,619926.81
organic,1.6,2018-04-01,2018,20104.16
conventional,1.32,2018-04-01,2018,869885.02
organic,1.44,2018-04-01,2018,47566.13
conventional,1.27,2018-04-01,2018,98029.97
organic,1.82,2018-04-01,2018,2245.59
conventional,1.36,2018-04-01,2018,615262.32
organic,1.62,2018-04-01,2018,39929.5
conventional,1.14,2018-04-01,2018,182370.96
organic,1.14,2018-04-01,2018,19629
conventional,1.21,2018-04-01,2018,6134850.93
organic,1.75,2018-04-01,2018,221366.5
conventional,1.32,2018-04-01,2018,258747.31
organic,1.84,2018-04-01,2018,12619.47
conventional,1.4,2018-04-01,2018,910975.86
organic,1.64,2018-04-01,2018,39738.48
conventional,1.14,2018-04-01,2018,250601.42
organic,1.65,2018-04-01,2018,11890
conventional,0.97,2018-04-01,2018,234928.69
organic,1.36,2018-04-01,2018,9810.33
conventional,0.75,2018-04-01,2018,1720132.29
organic,1.42,2018-04-01,2018,33354.71
conventional,1.21,2018-04-01,2018,829743.53
organic,1.59,2018-04-01,2018,30661.96
conventional,1.17,2018-04-01,2018,413385.75
organic,1.27,2018-04-01,2018,21992.87
conventional,1.6,2018-04-01,2018,160073.32
organic,1.18,2018-04-01,2018,10172.47
conventional,1.23,2018-04-01,2018,3823014.19
organic,1.4,2018-04-01,2018,202003.28
conventional,1.15,2018-04-01,2018,339166.38
organic,1.4,2018-04-01,2018,19677.65
conventional,1.4,2018-04-01,2018,328022.39
organic,1.86,2018-04-01,2018,30405.36
conventional,0.66,2018-04-01,2018,1901352.38
organic,1.15,2018-04-01,2018,40863.98
conventional,1.09,2018-04-01,2018,189750
organic,1.23,2018-04-01,2018,10655.15
conventional,1.07,2018-04-01,2018,223707
organic,1.94,2018-04-01,2018,6809.6
conventional,1.05,2018-04-01,2018,383266.64
organic,1.71,2018-04-01,2018,14113.57
conventional,1.1,2018-04-01,2018,2908296.55
organic,1.72,2018-04-01,2018,103982.03
conventional,1.07,2018-04-01,2018,115590.25
organic,1.45,2018-04-01,2018,5151.13
conventional,1.36,2018-04-01,2018,711418.48
organic,1.33,2018-04-01,2018,9416.08
conventional,1.2,2018-04-01,2018,3651322.1
organic,1.61,2018-04-01,2018,179008.4
conventional,0.98,2018-04-01,2018,281208.41
organic,1.43,2018-04-01,2018,8486.38
conventional,1.05,2018-04-01,2018,338361.75
organic,1.41,2018-04-01,2018,8408.88
conventional,1.33,2018-04-01,2018,1861001.7
organic,1.73,2018-04-01,2018,130310.98
conventional,1.3,2018-04-01,2018,5168451.96
organic,1.59,2018-04-01,2018,366391.42
conventional,1.41,2018-04-01,2018,486113.65
organic,1.62,2018-04-01,2018,25269.8
conventional,1.2,2018-04-01,2018,471436.17
organic,1.39,2018-04-01,2018,9665.47
conventional,1.25,2018-04-01,2018,541911.64
organic,1.51,2018-04-01,2018,33183.87
conventional,0.75,2018-04-01,2018,1374624.38
organic,1.52,2018-04-01,2018,19030.32
conventional,1.25,2018-04-01,2018,130947.95
organic,1.38,2018-04-01,2018,17853.27
conventional,1.16,2018-04-01,2018,2122698.81
organic,1.54,2018-04-01,2018,82570.44
conventional,1.23,2018-04-01,2018,615354.68
organic,1.68,2018-04-01,2018,23497.3
conventional,1.27,2018-04-01,2018,363270.42
organic,2.09,2018-04-01,2018,14883.17
conventional,1.14,2018-04-01,2018,296053.01
organic,1.41,2018-04-01,2018,17104.38
conventional,1.03,2018-04-01,2018,190772.87
organic,1.58,2018-04-01,2018,9386.85
conventional,1.35,2018-04-01,2018,520502.26
organic,1.69,2018-04-01,2018,11973.68
conventional,1.21,2018-04-01,2018,492809.3
organic,1.8,2018-04-01,2018,22140.76
conventional,1.43,2018-04-01,2018,795482.4
organic,1.82,2018-04-01,2018,39339.2
conventional,1.42,2018-04-01,2018,533894.49
organic,1.46,2018-04-01,2018,92822.06
conventional,1.18,2018-04-01,2018,466524.77
organic,1.43,2018-04-01,2018,19346.79
conventional,0.76,2018-04-01,2018,8515270.86
organic,1.34,2018-04-01,2018,174033
conventional,1.19,2018-04-01,2018,4696116.69
organic,1.48,2018-04-01,2018,128096.94
conventional,1.29,2018-04-01,2018,86790.88
organic,1.67,2018-04-01,2018,4939.6
conventional,1.23,2018-04-01,2018,155254.2
organic,1.79,2018-04-01,2018,8807.74
conventional,1.16,2018-04-01,2018,90940.67
organic,1.1,2018-04-01,2018,9859.34
conventional,1.29,2018-04-01,2018,512191.03
organic,1.38,2018-04-01,2018,9983.85
conventional,1.1,2018-04-01,2018,41109688.72
organic,1.55,2018-04-01,2018,1634205.97
conventional,1.06,2018-04-01,2018,6997963.2
organic,1.6,2018-04-01,2018,280735.98
conventional,0.86,2018-04-01,2018,1008844.52
organic,1.6,2018-04-01,2018,22401.63
conventional,1.04,2018-04-08,2018,143487.45
organic,1.69,2018-04-08,2018,2435.25
conventional,0.91,2018-04-08,2018,733488.57
organic,1.31,2018-04-08,2018,28157.07
conventional,1.28,2018-04-08,2018,908413.46
organic,1.46,2018-04-08,2018,51057.93
conventional,1.04,2018-04-08,2018,133274.07
organic,1.84,2018-04-08,2018,2664.86
conventional,1.33,2018-04-08,2018,657783.55
organic,1.63,2018-04-08,2018,37957.37
conventional,1.14,2018-04-08,2018,160996.94
organic,1.05,2018-04-08,2018,27478.39
conventional,0.93,2018-04-08,2018,7980946.27
organic,1.75,2018-04-08,2018,194627.86
conventional,1.34,2018-04-08,2018,259360.39
organic,1.91,2018-04-08,2018,13041.62
conventional,1.39,2018-04-08,2018,888718.71
organic,1.66,2018-04-08,2018,37133.79
conventional,0.94,2018-04-08,2018,351241.89
organic,1.6,2018-04-08,2018,13971.52
conventional,1.03,2018-04-08,2018,193953.34
organic,1.41,2018-04-08,2018,12138.76
conventional,0.87,2018-04-08,2018,1334567.14
organic,1.45,2018-04-08,2018,31587.46
conventional,0.98,2018-04-08,2018,1126816.52
organic,1.59,2018-04-08,2018,28276.45
conventional,1.13,2018-04-08,2018,368433.43
organic,1.42,2018-04-08,2018,20731.56
conventional,1.47,2018-04-08,2018,156803.59
organic,1.3,2018-04-08,2018,10266.68
conventional,1.2,2018-04-08,2018,3765622.14
organic,1.43,2018-04-08,2018,205874.58
conventional,1.14,2018-04-08,2018,304040.54
organic,1.41,2018-04-08,2018,19135.46
conventional,1.38,2018-04-08,2018,350814.56
organic,2.08,2018-04-08,2018,15875.66
conventional,0.82,2018-04-08,2018,1425624.2
organic,1.4,2018-04-08,2018,35239.75
conventional,1.1,2018-04-08,2018,187128.39
organic,1.24,2018-04-08,2018,9949.83
conventional,1.1,2018-04-08,2018,217090.92
organic,1.9,2018-04-08,2018,7296.13
conventional,1.04,2018-04-08,2018,369625.52
organic,1.65,2018-04-08,2018,14883.34
conventional,0.97,2018-04-08,2018,3218724.02
organic,1.81,2018-04-08,2018,96383.93
conventional,0.9,2018-04-08,2018,139296.6
organic,1.17,2018-04-08,2018,8882.17
conventional,1.39,2018-04-08,2018,698303.78
organic,1.35,2018-04-08,2018,10897.9
conventional,1.12,2018-04-08,2018,3885361.48
organic,1.49,2018-04-08,2018,215689.75
conventional,0.88,2018-04-08,2018,312677.61
organic,1.24,2018-04-08,2018,13958.36
conventional,1.06,2018-04-08,2018,331236.26
organic,1.38,2018-04-08,2018,8724.61
conventional,1.36,2018-04-08,2018,1651562.68
organic,1.93,2018-04-08,2018,89322.48
conventional,1.26,2018-04-08,2018,5139190.29
organic,1.62,2018-04-08,2018,302581.25
conventional,1.09,2018-04-08,2018,703301.74
organic,1.65,2018-04-08,2018,17208.89
conventional,1.22,2018-04-08,2018,471697.99
organic,1.62,2018-04-08,2018,14022.63
conventional,1.29,2018-04-08,2018,481015.64
organic,1.64,2018-04-08,2018,26990.21
conventional,0.73,2018-04-08,2018,1367604.53
organic,1.39,2018-04-08,2018,22670.53
conventional,1.25,2018-04-08,2018,131717.5
organic,1.36,2018-04-08,2018,18640.44
conventional,1.1,2018-04-08,2018,2246794.44
organic,1.46,2018-04-08,2018,89665.24
conventional,0.81,2018-04-08,2018,1121567.42
organic,1.84,2018-04-08,2018,25670.64
conventional,1.23,2018-04-08,2018,377666.02
organic,1.94,2018-04-08,2018,16387.6
conventional,0.99,2018-04-08,2018,318891.34
organic,1.3,2018-04-08,2018,24215.07
conventional,0.9,2018-04-08,2018,229888.62
organic,1.39,2018-04-08,2018,12409.97
conventional,0.9,2018-04-08,2018,715025.33
organic,1.51,2018-04-08,2018,12152.96
conventional,1.06,2018-04-08,2018,540826
organic,1.96,2018-04-08,2018,14335.22
conventional,0.87,2018-04-08,2018,1459227.33
organic,1.69,2018-04-08,2018,32215.81
conventional,1.12,2018-04-08,2018,811296.28
organic,1.85,2018-04-08,2018,38478.67
conventional,1.11,2018-04-08,2018,486198.12
organic,1.4,2018-04-08,2018,20515.36
conventional,0.88,2018-04-08,2018,6757101.77
organic,1.42,2018-04-08,2018,171683.59
conventional,1.15,2018-04-08,2018,4787007.61
organic,1.43,2018-04-08,2018,160091.14
conventional,1.08,2018-04-08,2018,121391.6
organic,1.75,2018-04-08,2018,5096.76
conventional,1.29,2018-04-08,2018,198432.35
organic,1.25,2018-04-08,2018,16719.52
conventional,1.09,2018-04-08,2018,84904.58
organic,1.05,2018-04-08,2018,10882.43
conventional,1.31,2018-04-08,2018,504053.15
organic,1.51,2018-04-08,2018,12339.77
conventional,1.04,2018-04-08,2018,42964067.68
organic,1.55,2018-04-08,2018,1565215.63
conventional,0.94,2018-04-08,2018,8402043.8
organic,1.69,2018-04-08,2018,225002.23
conventional,0.83,2018-04-08,2018,932050.72
organic,1.58,2018-04-08,2018,23213.13
conventional,1.44,2018-04-15,2018,175438.93
organic,1.77,2018-04-15,2018,3555.4
conventional,0.91,2018-04-15,2018,777041.82
organic,1.29,2018-04-15,2018,38743.4
conventional,1.3,2018-04-15,2018,958548.11
organic,1.44,2018-04-15,2018,52174.84
conventional,1.12,2018-04-15,2018,109242.49
organic,1.82,2018-04-15,2018,2788.3
conventional,1.31,2018-04-15,2018,719051.88
organic,1.49,2018-04-15,2018,44651.43
conventional,1.15,2018-04-15,2018,210061.4
organic,1.08,2018-04-15,2018,30121.3
conventional,1.06,2018-04-15,2018,6628348.74
organic,1.65,2018-04-15,2018,225550.26
conventional,1.25,2018-04-15,2018,283068.23
organic,1.94,2018-04-15,2018,14002.87
conventional,1.41,2018-04-15,2018,928198.35
organic,1.67,2018-04-15,2018,36087.85
conventional,0.97,2018-04-15,2018,341535.22
organic,1.64,2018-04-15,2018,15973.1
conventional,0.87,2018-04-15,2018,321769.25
organic,1.4,2018-04-15,2018,10846.54
conventional,0.85,2018-04-15,2018,1518465.11
organic,1.43,2018-04-15,2018,28546.48
conventional,1.01,2018-04-15,2018,1011960.14
organic,1.6,2018-04-15,2018,27928.01
conventional,0.97,2018-04-15,2018,708251.01
organic,1.46,2018-04-15,2018,21804.19
conventional,1.53,2018-04-15,2018,235987.64
organic,1.39,2018-04-15,2018,9683.22
conventional,1.12,2018-04-15,2018,5091963.45
organic,1.46,2018-04-15,2018,208356.75
conventional,1.12,2018-04-15,2018,366610.78
organic,1.42,2018-04-15,2018,19514.23
conventional,1.27,2018-04-15,2018,490867.14
organic,2.15,2018-04-15,2018,13069.87
conventional,0.56,2018-04-15,2018,2247307.49
organic,1.25,2018-04-15,2018,33291.89
conventional,1.01,2018-04-15,2018,272069.12
organic,1.27,2018-04-15,2018,9992.44
conventional,1.07,2018-04-15,2018,250977.48
organic,1.74,2018-04-15,2018,5872.54
conventional,1.01,2018-04-15,2018,390271.37
organic,1.63,2018-04-15,2018,13240.76
conventional,1.01,2018-04-15,2018,2897062.33
organic,1.52,2018-04-15,2018,127038.59
conventional,0.95,2018-04-15,2018,141328.72
organic,1.25,2018-04-15,2018,7975.64
conventional,1.1,2018-04-15,2018,989027.01
organic,1.34,2018-04-15,2018,10074.1
conventional,1.13,2018-04-15,2018,4029669.49
organic,1.53,2018-04-15,2018,215068.48
conventional,0.91,2018-04-15,2018,295256.64
organic,1.25,2018-04-15,2018,12494.65
conventional,0.95,2018-04-15,2018,384504.25
organic,1.35,2018-04-15,2018,10374.45
conventional,1.22,2018-04-15,2018,2953789.07
organic,1.85,2018-04-15,2018,89628.01
conventional,1.23,2018-04-15,2018,7088324.71
organic,1.57,2018-04-15,2018,319905.51
conventional,1.19,2018-04-15,2018,558286.58
organic,1.65,2018-04-15,2018,24308.52
conventional,1.09,2018-04-15,2018,569391.2
organic,1.46,2018-04-15,2018,11354.64
conventional,1.21,2018-04-15,2018,738716.43
organic,1.55,2018-04-15,2018,27105.43
conventional,0.74,2018-04-15,2018,1306926.2
organic,1.38,2018-04-15,2018,22120.34
conventional,1.27,2018-04-15,2018,151809.08
organic,1.34,2018-04-15,2018,18715.95
conventional,1.08,2018-04-15,2018,2421832.71
organic,1.5,2018-04-15,2018,91071.49
conventional,1.04,2018-04-15,2018,717294.09
organic,1.69,2018-04-15,2018,28422.68
conventional,1.19,2018-04-15,2018,398267.6
organic,2.11,2018-04-15,2018,16424.97
conventional,1.01,2018-04-15,2018,333441.81
organic,1.27,2018-04-15,2018,26404.91
conventional,0.96,2018-04-15,2018,215174.35
organic,1.4,2018-04-15,2018,12697.88
conventional,1.14,2018-04-15,2018,572067.61
organic,1.64,2018-04-15,2018,10712.25
conventional,1.18,2018-04-15,2018,479181.95
organic,1.91,2018-04-15,2018,19647.76
conventional,1.13,2018-04-15,2018,1034478.03
organic,1.94,2018-04-15,2018,28690.05
conventional,1.28,2018-04-15,2018,568402.56
organic,1.44,2018-04-15,2018,93479.1
conventional,1.05,2018-04-15,2018,533780.9
organic,1.35,2018-04-15,2018,23381.88
conventional,0.75,2018-04-15,2018,8646285.8
organic,1.37,2018-04-15,2018,162804.87
conventional,1.04,2018-04-15,2018,5726654.04
organic,1.36,2018-04-15,2018,171205.77
conventional,1.16,2018-04-15,2018,106805.28
organic,1.63,2018-04-15,2018,5644.13
conventional,1.22,2018-04-15,2018,174418.9
organic,1.53,2018-04-15,2018,14819.79
conventional,1.28,2018-04-15,2018,104622.32
organic,1.13,2018-04-15,2018,11648.15
conventional,1.09,2018-04-15,2018,646487.22
organic,1.36,2018-04-15,2018,10455.38
conventional,1.03,2018-04-15,2018,47098677.68
organic,1.51,2018-04-15,2018,1684002.95
conventional,0.98,2018-04-15,2018,7465598.69
organic,1.55,2018-04-15,2018,290039.82
conventional,0.83,2018-04-15,2018,988093.75
organic,1.47,2018-04-15,2018,23076.26
conventional,1.3,2018-04-22,2018,120857.47
organic,1.48,2018-04-22,2018,3147.21
conventional,0.98,2018-04-22,2018,699817.36
organic,1.61,2018-04-22,2018,25571.95
conventional,1.45,2018-04-22,2018,914526.47
organic,1.4,2018-04-22,2018,50729.94
conventional,1.19,2018-04-22,2018,109938.68
organic,1.81,2018-04-22,2018,2944.53
conventional,1.3,2018-04-22,2018,689571.58
organic,1.51,2018-04-22,2018,40595.02
conventional,1.16,2018-04-22,2018,191053.48
organic,1.09,2018-04-22,2018,24864.25
conventional,1.06,2018-04-22,2018,6979237.55
organic,1.6,2018-04-22,2018,218738.43
conventional,1.31,2018-04-22,2018,274692.44
organic,1.74,2018-04-22,2018,15240.44
conventional,1.44,2018-04-22,2018,875948.45
organic,1.63,2018-04-22,2018,38660.19
conventional,0.87,2018-04-22,2018,362097.37
organic,1.56,2018-04-22,2018,19591.82
conventional,0.85,2018-04-22,2018,275527.81
organic,1.38,2018-04-22,2018,13408.75
conventional,0.79,2018-04-22,2018,1578341.58
organic,1.46,2018-04-22,2018,27887.23
conventional,1.13,2018-04-22,2018,986607.06
organic,1.63,2018-04-22,2018,24912.8
conventional,0.93,2018-04-22,2018,588648.65
organic,1.44,2018-04-22,2018,21124.16
conventional,1.32,2018-04-22,2018,222005.03
organic,1.31,2018-04-22,2018,8821.8
conventional,1.09,2018-04-22,2018,4626031.46
organic,1.45,2018-04-22,2018,215608.38
conventional,1.1,2018-04-22,2018,339832.27
organic,1.4,2018-04-22,2018,20705.88
conventional,1.27,2018-04-22,2018,387674.4
organic,1.91,2018-04-22,2018,27887.43
conventional,0.5,2018-04-22,2018,2335867.17
organic,1.23,2018-04-22,2018,31696.25
conventional,0.96,2018-04-22,2018,256817.48
organic,1.33,2018-04-22,2018,11181.07
conventional,1.14,2018-04-22,2018,210881.07
organic,1.75,2018-04-22,2018,5194.54
conventional,0.99,2018-04-22,2018,430611.26
organic,1.62,2018-04-22,2018,12195.34
conventional,1.08,2018-04-22,2018,2845564.68
organic,1.57,2018-04-22,2018,112906.12
conventional,1.08,2018-04-22,2018,112387.96
organic,1.47,2018-04-22,2018,6679.9
conventional,1.38,2018-04-22,2018,721750.54
organic,1.36,2018-04-22,2018,9773.3
conventional,1.23,2018-04-22,2018,3727718.68
organic,1.57,2018-04-22,2018,216629.5
conventional,0.99,2018-04-22,2018,269717.02
organic,1.44,2018-04-22,2018,13068.47
conventional,1,2018-04-22,2018,332313.4
organic,1.37,2018-04-22,2018,9574.92
conventional,1.32,2018-04-22,2018,1916173.12
organic,1.73,2018-04-22,2018,127189.37
conventional,1.26,2018-04-22,2018,5421793.15
organic,1.54,2018-04-22,2018,390475.98
conventional,1.16,2018-04-22,2018,517746.32
organic,1.23,2018-04-22,2018,29134.01
conventional,1.22,2018-04-22,2018,469150.86
organic,1.43,2018-04-22,2018,10019.16
conventional,1.26,2018-04-22,2018,543651.03
organic,1.53,2018-04-22,2018,42562.22
conventional,0.77,2018-04-22,2018,1256268.72
organic,1.48,2018-04-22,2018,20359.35
conventional,1.29,2018-04-22,2018,150489.51
organic,1.35,2018-04-22,2018,18223.02
conventional,1.05,2018-04-22,2018,2382979.49
organic,1.47,2018-04-22,2018,97175.9
conventional,1.04,2018-04-22,2018,757553.88
organic,1.57,2018-04-22,2018,32937
conventional,1.25,2018-04-22,2018,383029.47
organic,2.07,2018-04-22,2018,16887.7
conventional,1.19,2018-04-22,2018,295719.93
organic,1.39,2018-04-22,2018,24445.48
conventional,1.07,2018-04-22,2018,188622.73
organic,1.54,2018-04-22,2018,13735.01
conventional,1.15,2018-04-22,2018,583816.07
organic,1.5,2018-04-22,2018,12283.15
conventional,1.13,2018-04-22,2018,512420.25
organic,1.87,2018-04-22,2018,17964.1
conventional,0.97,2018-04-22,2018,1334224.75
organic,1.57,2018-04-22,2018,36189.05
conventional,1.23,2018-04-22,2018,671486.39
organic,1.3,2018-04-22,2018,138910.99
conventional,1.13,2018-04-22,2018,473705.97
organic,1.44,2018-04-22,2018,19424.72
conventional,0.71,2018-04-22,2018,8712434.41
organic,1.39,2018-04-22,2018,155684.38
conventional,1.18,2018-04-22,2018,4736965.36
organic,1.46,2018-04-22,2018,137247.84
conventional,1.11,2018-04-22,2018,121225.67
organic,1.69,2018-04-22,2018,4584.25
conventional,1.31,2018-04-22,2018,182741.77
organic,1.36,2018-04-22,2018,20591.71
conventional,1.19,2018-04-22,2018,89555.63
organic,1.13,2018-04-22,2018,8255.59
conventional,1.34,2018-04-22,2018,506539.5
organic,1.37,2018-04-22,2018,9593.03
conventional,1.04,2018-04-22,2018,44313979.3
organic,1.5,2018-04-22,2018,1762657.39
conventional,1.01,2018-04-22,2018,7726819.22
organic,1.47,2018-04-22,2018,331096.91
conventional,0.81,2018-04-22,2018,1084508.39
organic,1.49,2018-04-22,2018,21078.6
conventional,0.95,2018-04-29,2018,170690.04
organic,1.79,2018-04-29,2018,2769.35
conventional,0.98,2018-04-29,2018,766871.65
organic,1.64,2018-04-29,2018,20452.28
conventional,1.11,2018-04-29,2018,1256281.65
organic,1.42,2018-04-29,2018,48946.64
conventional,1.19,2018-04-29,2018,111308.13
organic,1.82,2018-04-29,2018,3207.63
conventional,1.08,2018-04-29,2018,883607.95
organic,1.52,2018-04-29,2018,44581.01
conventional,1.16,2018-04-29,2018,193797.84
organic,1.04,2018-04-29,2018,31925.55
conventional,1.16,2018-04-29,2018,6375659.22
organic,1.67,2018-04-29,2018,218135.24
conventional,1.26,2018-04-29,2018,304727.34
